Pergunta,Resposta
Quais são algumas das ferramentas de `unit testing` populares para JavaScript?,"Algumas ferramentas populares incluem Jest, Mocha, Jasmine e Chai."
O que é `integration testing` em JavaScript?,Integration testing são testes automatizados que verificam se diferentes partes de um aplicativo JavaScript funcionam corretamente juntas.
O que são `end-to-end tests` (E2E tests) em JavaScript?,"End-to-end tests são testes automatizados que simulam a interação de um usuário com um aplicativo JavaScript, verificando se o aplicativo funciona corretamente do ponto de vista do usuário."
O que é `AJAX` (Asynchronous JavaScript and XML) em JavaScript?,"AJAX é uma técnica que permite que um aplicativo JavaScript faça solicitações HTTP para um servidor web em segundo plano, sem precisar recarregar a página inteira."
Como você pode fazer uma solicitação `AJAX` em JavaScript?,Você pode usar o objeto `XMLHttpRequest` ou a função `fetch()`.
Quais são os métodos HTTP comuns usados em solicitações `AJAX`?,"Os métodos HTTP comuns incluem `GET` (para obter dados), `POST` (para enviar dados), `PUT` (para atualizar dados) e `DELETE` (para excluir dados)."
O que é o `callback hell` (inferno de callbacks) em JavaScript?,Callback hell é uma situação em que o código JavaScript se torna difícil de ler e manter devido ao aninhamento excessivo de callbacks.
Como você pode evitar o `callback hell` em JavaScript?,"Você pode usar promises, async/await, ou técnicas de programação funcional para organizar o código assíncrono de forma mais legível."
O que são `design patterns` (padrões de projeto) em JavaScript?,Design patterns são soluções reutilizáveis para problemas comuns de design de software.
Quais são alguns dos `design patterns` comuns usados em JavaScript?,"Alguns padrões comuns incluem Singleton, Factory, Observer, Module e Revealing Module."
O que é o padrão `Singleton` em JavaScript?,O padrão Singleton garante que uma classe tenha apenas uma instância e fornece um ponto de acesso global a essa instância.
O que é o padrão `Factory` em JavaScript?,O padrão Factory fornece uma interface para criar objetos sem especificar suas classes concretas.
O que é o padrão `Observer` em JavaScript?,"O padrão Observer define uma dependência um-para-muitos entre objetos, de forma que, quando um objeto muda de estado, todos os seus dependentes são notificados e atualizados automaticamente."
O que é o padrão `Module` em JavaScript?,"O padrão Module encapsula código em um escopo privado, expondo apenas as funcionalidades necessárias."
O que é o padrão `Revealing Module` em JavaScript?,O padrão Revealing Module é uma variação do padrão Module que expõe apenas as funcionalidades desejadas através de um objeto retornado pela função do módulo.
O que é `Progressive Enhancement` (Aprimoramento Progressivo) em JavaScript?,"Progressive Enhancement é uma estratégia de design web que foca em fornecer uma experiência básica de qualidade para todos os usuários, independentemente do navegador ou dispositivo que estejam usando, e então adicionar recursos mais avançados para usuários com navegadores mais modernos."
O que é `Graceful Degradation` (Degradação Elegante) em JavaScript?,"Graceful Degradation é uma estratégia oposta ao Progressive Enhancement. Ela foca em construir um site com os recursos mais avançados primeiro e, em seguida, garantir que o site ainda funcione de forma razoável em navegadores mais antigos ou com menos recursos."
O que é `SEO` (Search Engine Optimization) e como o JavaScript pode afetá-lo?,SEO é o processo de otimizar um site para que ele apareça nos resultados de pesquisa de mecanismos de busca como o Google. O JavaScript pode afetar o SEO de um site se for usado para gerar conteúdo dinamicamente ou para criar sites que são difíceis para os mecanismos de busca rastrearem.
Como você pode otimizar seu código JavaScript para `SEO`?,"Você pode usar renderização do lado do servidor (SSR) ou pré-renderização para fornecer aos mecanismos de busca conteúdo HTML estático. Você também deve garantir que o site seja fácil de rastrear e indexar, e que o conteúdo seja relevante e de alta qualidade."
O que é `Accessibility` (Acessibilidade) e como o JavaScript pode afetá-la?,Acessibilidade é a prática de tornar sites e aplicativos utilizáveis por pessoas com deficiência. O JavaScript pode afetar a acessibilidade de um site se for usado para criar interfaces complexas que são difíceis para usuários com leitores de tela ou outras tecnologias assistivas navegarem.
Como você pode otimizar seu código JavaScript para `Accessibility`?,"Você deve usar marcação HTML semântica, fornecer alternativas de texto para imagens e outros elementos não textuais, e garantir que o site seja navegável com o teclado. Você também deve testar o site com leitores de tela e outras tecnologias assistivas."
Como declarar uma variável constante em JavaScript?,Utilize a palavra-chave `const` seguida pelo nome da variável e o valor inicial. Ex: `const minhaConstante = 10;`
Qual o propósito do operador `typeof` em JavaScript?,"O operador `typeof` retorna uma string indicando o tipo de dado de um operando. Ex: `typeof 42` retorna `""number""`."
O que são closures em JavaScript?,"Closures são funções que lembram o ambiente lexical em que foram criadas, mesmo quando executadas fora desse ambiente. Isso significa que uma função interna pode acessar variáveis da função externa, mesmo depois que a função externa já terminou de executar."
Como criar um objeto literal em JavaScript?,"Utilize chaves `{}` para definir um objeto literal. Dentro das chaves, defina propriedades como `chave: valor`. Ex: `const pessoa = { nome: ""João"", idade: 30 };`"
Qual a função do método `parseInt()` em JavaScript?,`parseInt()` converte uma string em um número inteiro. Ele tenta analisar a string e retorna um inteiro ou `NaN` se a string não puder ser convertida.
Como verificar se um valor é um array em JavaScript?,Utilize o método `Array.isArray(valor)`. Ele retorna `true` se o valor for um array e `false` caso contrário.
Como converter um objeto JavaScript para uma string JSON?,Utilize o método `JSON.stringify(objeto)`. Ele retorna uma string JSON representando o objeto.
Como criar um array em JavaScript?,Existem duas formas principais: usando o literal `[]` (ex: `const meuArray = [];`) ou usando o construtor `new Array()` (ex: `const meuArray = new Array();`).
O que é o escopo de uma variável em JavaScript?,"O escopo de uma variável define onde a variável pode ser acessada e usada no código. JavaScript tem escopo global, escopo de função e escopo de bloco (introduzido com `let` e `const`)."
Como adicionar um novo elemento ao final de um array em JavaScript?,"Utilize o método `push()`. Ex: `meuArray.push(""novoElemento"");`"
Qual a finalidade do método `map()` em arrays JavaScript?,O método `map()` cria um novo array com os resultados da chamada de uma função fornecida para cada elemento do array original.
O que é o operador spread (`...`) em JavaScript?,O operador spread permite expandir um iterável (como um array ou string) em locais onde múltiplos argumentos (para chamadas de função) ou múltiplos elementos (para literais de array) são esperados.
Como criar um loop `for...in` em JavaScript?,O loop `for...in` itera sobre as propriedades enumeráveis de um objeto. Ex: `for (let propriedade in objeto) { console.log(propriedade); }`
Qual a função do método `filter()` em arrays JavaScript?,O método `filter()` cria um novo array com todos os elementos que passam no teste implementado pela função fornecida.
Como declarar uma função em JavaScript?,"Utilize a palavra-chave `function` seguida pelo nome da função, parênteses `()` e chaves `{}` para o corpo da função. Ex: `function minhaFuncao() { ... }`"
Como remover um elemento específico de um array em JavaScript?,"Utilize o método `splice(indice, quantidade)`. Ex: `meuArray.splice(2, 1)` remove o elemento no índice 2."
Como comparar duas strings em JavaScript?,Utilize o operador `===` para comparar as strings diretamente.
O que é o evento `onload` em JavaScript?,"O evento `onload` é disparado quando um elemento (como uma página, imagem ou script) terminou de carregar."
Como parar a propagação de um evento em JavaScript?,Utilize o método `event.stopPropagation()`.
Como gerar um número aleatório entre 0 e 1 em JavaScript?,Utilize o método `Math.random()`.
Como acessar o comprimento de uma string em JavaScript?,Utilize a propriedade `length`. Ex: `minhaString.length`.
O que é o método `substring()` em strings JavaScript?,O método `substring()` retorna uma parte da string entre os índices especificados.
Como converter uma string para letras maiúsculas em JavaScript?,Utilize o método `toUpperCase()`. Ex: `minhaString.toUpperCase()`.
O que é o método `indexOf()` em strings JavaScript?,O método `indexOf()` retorna o índice da primeira ocorrência de um valor especificado em uma string. Retorna -1 se o valor não for encontrado.
Como verificar se uma string começa com uma determinada substring em JavaScript?,"Utilize o método `startsWith()`. Ex: `minhaString.startsWith(""substring"")`."
O que é o método `replace()` em strings JavaScript?,O método `replace()` substitui uma ocorrência de um valor em uma string por outro valor.
Como dividir uma string em um array de substrings em JavaScript?,"Utilize o método `split()`. Ex: `minhaString.split("","")`."
O que é o método `trim()` em strings JavaScript?,O método `trim()` remove os espaços em branco do início e do fim de uma string.
Como verificar se um elemento está presente em um array em JavaScript?,"Utilize o método `includes()`. Ex: `meuArray.includes(""elemento"")`."
O que é o método `find()` em arrays JavaScript?,O método `find()` retorna o valor do primeiro elemento no array que satisfaz a função de teste fornecida.
Como encontrar o índice de um elemento em um array em JavaScript?,"Utilize o método `indexOf()`. Ex: `meuArray.indexOf(""elemento"")`."
O que é o método `slice()` em arrays JavaScript?,O método `slice()` retorna uma cópia de uma porção de um array em um novo array.
Como ordenar um array em JavaScript?,"Utilize o método `sort()`. Por padrão, ele ordena os elementos como strings. Para ordenar números, você pode fornecer uma função de comparação."
O que é o método `reverse()` em arrays JavaScript?,O método `reverse()` inverte a ordem dos elementos em um array.
Como verificar se um objeto tem uma determinada propriedade em JavaScript?,"Utilize o método `hasOwnProperty()`. Ex: `objeto.hasOwnProperty(""propriedade"")`."
O que é o conceito de Truthy e Falsy em JavaScript?,"Truthy e Falsy são valores que são avaliados como `true` ou `false` em um contexto booleano. Falsy incluem `0`, `""""`, `null`, `undefined`, `NaN`, e `false`. Todos os outros valores são Truthy."
Como usar template literals (template strings) em JavaScript?,"Use backticks (`) para delimitar a string e `${}` para inserir variáveis ou expressões. Ex: `const nome = ""João""; console.log(`Olá, ${nome}!`);`"
O que é o método `padStart()` em strings JavaScript?,"O método `padStart()` preenche o início de uma string com outro string (repetidamente, se necessário) para que a string resultante atinja um determinado comprimento."
Qual a finalidade do operador `??` (nullish coalescing operator) em JavaScript?,"O operador `??` retorna o operando do lado direito quando o operando do lado esquerdo é `null` ou `undefined`. Caso contrário, retorna o operando do lado esquerdo."
Como criar um loop `while` em JavaScript?,Utilize a palavra-chave `while` seguida por uma condição entre parênteses e um bloco de código entre chaves. Ex: `while (condicao) { ... }`
Qual a diferença entre um loop `while` e um loop `do...while` em JavaScript?,"O loop `while` verifica a condição antes de executar o bloco de código, enquanto o loop `do...while` executa o bloco de código pelo menos uma vez, e depois verifica a condição."
Como interromper um loop em JavaScript?,Utilize a palavra-chave `break`.
Como pular para a próxima iteração de um loop em JavaScript?,Utilize a palavra-chave `continue`.
Como converter um número para uma string em JavaScript?,Utilize o método `toString()`. Ex: `numero.toString()`.
O que é o operador de módulo (%) em JavaScript?,O operador de módulo (%) retorna o resto da divisão de um número por outro.
Como usar comentários de uma linha e de múltiplas linhas em JavaScript?,Comentários de uma linha começam com `//`. Comentários de múltiplas linhas começam com `/*` e terminam com `*/`.
O que é o Strict Mode em JavaScript?,"O Strict Mode é um modo restrito que impõe regras mais rigorosas para o código JavaScript, ajudando a prevenir erros e a melhorar a segurança. Ative-o adicionando `""use strict"";` no início de um script ou função."
Como declarar uma variável com escopo global em JavaScript?,Declare a variável fora de qualquer função. Evite isso tanto quanto possível e prefira o escopo de bloco.
Como usar a função `setTimeout()` em JavaScript?,"A função `setTimeout(funcao, tempo)` executa uma função após um determinado tempo (em milissegundos)."
O que é a função `setInterval()` em JavaScript?,"A função `setInterval(funcao, tempo)` executa uma função repetidamente em intervalos regulares (em milissegundos)."
Como limpar um timeout definido com `setTimeout()` em JavaScript?,"Utilize a função `clearTimeout(timeoutId)`, onde `timeoutId` é o valor retornado por `setTimeout()`."
Como limpar um intervalo definido com `setInterval()` em JavaScript?,"Utilize a função `clearInterval(intervalId)`, onde `intervalId` é o valor retornado por `setInterval()`."
O que é o operador de exponenciação (**) em JavaScript?,O operador de exponenciação (**) eleva um número à potência de outro. Ex: `2 ** 3` retorna 8.
Como arredondar um número para o inteiro mais próximo em JavaScript?,Utilize o método `Math.round()`.
O que é o método `Math.floor()` em JavaScript?,O método `Math.floor()` retorna o maior inteiro menor ou igual a um número.
Como obter o valor absoluto de um número em JavaScript?,Utilize o método `Math.abs()`.
O que é o método `Math.ceil()` em JavaScript?,O método `Math.ceil()` retorna o menor inteiro maior ou igual a um número.
Como limitar o número de casas decimais de um número em JavaScript?,Utilize o método `toFixed(casasDecimais)`. Ex: `numero.toFixed(2)`.
O que é a função `eval()` em JavaScript?,A função `eval()` avalia uma string como código JavaScript. O uso de `eval()` geralmente é desencorajado devido a riscos de segurança.
Como lançar um erro em JavaScript?,"Utilize a palavra-chave `throw` seguida por um objeto de erro. Ex: `throw new Error(""Mensagem de erro"");`"
Como criar um objeto a partir de uma classe em JavaScript?,Utilize a palavra-chave `new` seguida pelo nome da classe e parênteses `()`. Ex: `const meuObjeto = new MinhaClasse();`
Como implementar herança em JavaScript?,Utilize a palavra-chave `extends` para indicar que uma classe herda de outra. Ex: `class SubClasse extends SuperClasse { ... }`
O que é o conceito de protótipo em JavaScript?,"Em JavaScript, cada objeto tem um protótipo. O protótipo é outro objeto do qual o objeto herda propriedades e métodos."
Como acessar o protótipo de um objeto em JavaScript?,Utilize a propriedade `__proto__` (embora geralmente seja recomendado usar `Object.getPrototypeOf()`).
O que é a função `Object.create()` em JavaScript?,A função `Object.create()` cria um novo objeto com um protótipo especificado.
Como clonar um objeto em JavaScript?,"Uma forma é usar o operador spread: `const novoObjeto = {...objetoOriginal}`.  Para objetos complexos, considere `JSON.parse(JSON.stringify(objetoOriginal))` ou `structuredClone()`."
O que é a função `Object.assign()` em JavaScript?,A função `Object.assign()` copia os valores de todas as propriedades enumeráveis de um ou mais objetos de origem para um objeto de destino.
Como detectar o tipo de navegador em JavaScript?,"A informação do navegador está disponível no objeto `navigator`. A propriedade `navigator.userAgent` fornece uma string contendo informações sobre o navegador. No entanto, essa abordagem pode ser pouco confiável."
Como obter a data e hora atual em JavaScript?,Crie um novo objeto `Date`. Ex: `const agora = new Date();`
"O que é o conceito de ""event bubbling"" em JavaScript?","Event bubbling é um processo no qual um evento disparado em um elemento DOM se propaga para cima na hierarquia do DOM, acionando os manipuladores de eventos dos elementos pai."
"O que é o conceito de ""event capturing"" em JavaScript?","Event capturing é o oposto de event bubbling. Em vez de começar no elemento alvo e subir na hierarquia, ele começa no elemento raiz e desce até o elemento alvo. É menos comum do que bubbling."
Como selecionar um elemento HTML pelo seu ID em JavaScript?,"Utilize o método `document.getElementById(""idDoElemento"")`."
Como selecionar elementos HTML por sua classe em JavaScript?,"Utilize o método `document.getElementsByClassName(""nomeDaClasse"")`. Ele retorna uma coleção de elementos."
Como selecionar elementos HTML por sua tag em JavaScript?,"Utilize o método `document.getElementsByTagName(""nomeDaTag"")`. Ele retorna uma coleção de elementos."
O que é o método `querySelector()` em JavaScript?,O método `querySelector()` retorna o primeiro elemento dentro do documento que corresponde ao seletor CSS especificado.
O que é o método `querySelectorAll()` em JavaScript?,O método `querySelectorAll()` retorna uma lista de todos os elementos dentro do documento que correspondem ao seletor CSS especificado.
Como alterar o texto de um elemento HTML em JavaScript?,"Utilize a propriedade `textContent` ou `innerText`. Ex: `elemento.textContent = ""Novo texto"";`"
Como alterar o HTML interno de um elemento HTML em JavaScript?,"Utilize a propriedade `innerHTML`. Ex: `elemento.innerHTML = ""<b>Novo HTML</b>"";`"
Como adicionar um novo elemento HTML ao DOM em JavaScript?,"Crie o elemento usando `document.createElement()`, configure suas propriedades e adicione-o ao DOM usando `appendChild()` ou `insertBefore()`."
Como remover um elemento HTML do DOM em JavaScript?,Utilize o método `removeChild()` do elemento pai.
Como alterar o estilo CSS de um elemento HTML em JavaScript?,"Utilize a propriedade `style` do elemento. Ex: `elemento.style.color = ""red"";`"
Como adicionar uma classe CSS a um elemento HTML em JavaScript?,"Utilize a propriedade `classList.add(""nomeDaClasse"")`."
Como remover uma classe CSS de um elemento HTML em JavaScript?,"Utilize a propriedade `classList.remove(""nomeDaClasse"")`."
Como verificar se um elemento HTML possui uma determinada classe CSS em JavaScript?,"Utilize a propriedade `classList.contains(""nomeDaClasse"")`."
Como alternar uma classe CSS em um elemento HTML em JavaScript?,"Utilize a propriedade `classList.toggle(""nomeDaClasse"")`."
Como adicionar um ouvinte de eventos a um elemento HTML em JavaScript?,"Utilize o método `addEventListener(""nomeDoEvento"", funcaoCallback)`."
Como remover um ouvinte de eventos de um elemento HTML em JavaScript?,"Utilize o método `removeEventListener(""nomeDoEvento"", funcaoCallback)`."
O que é o objeto `event` passado para um manipulador de eventos em JavaScript?,"O objeto `event` contém informações sobre o evento que foi disparado, como o tipo de evento, o elemento que disparou o evento e outras propriedades relacionadas ao evento."
O que é o método `preventDefault()` do objeto `event` em JavaScript?,"O método `preventDefault()` impede o comportamento padrão do evento. Por exemplo, impede que um link siga seu URL ou que um formulário seja enviado."
Como obter o elemento que disparou um evento em JavaScript?,Utilize a propriedade `event.target`.
Como obter as coordenadas do mouse em um evento de clique em JavaScript?,"Utilize as propriedades `event.clientX` e `event.clientY` para obter as coordenadas relativas à janela do navegador, ou `event.pageX` e `event.pageY` para obter as coordenadas relativas ao documento."
O que é a API `Fetch` em JavaScript (sem mencionar bibliotecas externas)?,A API `Fetch` fornece uma interface para buscar recursos através da rede. Ela é uma alternativa mais moderna e poderosa para o `XMLHttpRequest`.
Como fazer uma requisição GET usando a API `Fetch` em JavaScript?,"Utilize a função `fetch(""url"")` para fazer a requisição. Em seguida, use `.then()` para lidar com a resposta."
Como lidar com erros em uma requisição `Fetch` em JavaScript?,Utilize o método `.catch()` para capturar erros que ocorram durante a requisição.
Como enviar dados em uma requisição POST usando a API `Fetch` em JavaScript?,"Passe um objeto de opções para a função `fetch()` com o método definido como ""POST"" e o corpo da requisição configurado com os dados a serem enviados."
Como converter a resposta de uma requisição `Fetch` para JSON em JavaScript?,Utilize o método `.json()` na resposta. Ex: `resposta.json().then(data => { ... });`
Como lidar com o sucesso de uma Promise em JavaScript?,Utilize o método `.then(funcao)` para executar uma função quando a Promise for resolvida.
Como lidar com a falha de uma Promise em JavaScript?,Utilize o método `.catch(funcao)` para executar uma função quando a Promise for rejeitada.
Como usar `async` e `await` para lidar com operações assíncronas em JavaScript?,"Marque uma função como `async`, e dentro dela use `await` antes de uma Promise. Isso faz com que a execução da função espere até que a Promise seja resolvida antes de continuar."
Como lidar com erros ao usar `async` e `await` em JavaScript?,Envolva o código que usa `await` em um bloco `try...catch` para capturar erros que possam ser lançados pela Promise.
Como exportar funcionalidades de um módulo em JavaScript?,"Utilize a palavra-chave `export` antes da declaração da variável, função ou classe que você deseja exportar."
Como importar funcionalidades de um módulo em JavaScript?,"Utilize a palavra-chave `import` seguida pelo nome da variável, função ou classe que você deseja importar e a origem do módulo."
"Qual a diferença entre ""default exports"" e ""named exports"" em JavaScript?","""Default exports"" permitem exportar um único valor por módulo e importar sem usar chaves. ""Named exports"" permitem exportar múltiplos valores por módulo, e na importação deve-se usar chaves e o nome exato do valor exportado."
Como exibir uma mensagem no console do navegador em JavaScript?,"Utilize o método `console.log(""Mensagem"");`."
O que é o método `console.table()` em JavaScript?,O método `console.table()` exibe dados tabulares como tabelas formatadas no console.
Como usar flags em expressões regulares em JavaScript?,"As flags são usadas para modificar o comportamento da expressão regular. Algumas flags comuns incluem `i` (ignore case), `g` (global), e `m` (multiline). Ex: `/padrao/i`."
O que é o método `match()` de uma string em JavaScript (relacionado a RegEx)?,O método `match()` busca por uma correspondência de uma expressão regular em uma string. Retorna um array com as correspondências ou `null` se não houver correspondência.
O que é o método `replace()` de uma string em JavaScript (relacionado a RegEx)?,O método `replace()` substitui as correspondências de uma expressão regular em uma string por outra string.
Como criar um `Symbol` em JavaScript?,"Utilize a função `Symbol()`. Ex: `const meuSimbolo = Symbol(""descricao"");`"
Como criar um iterator em JavaScript?,Implemente um objeto com um método `next()` que retorna um objeto com as propriedades `value` e `done`.
Como criar um generator em JavaScript?,Utilize a sintaxe `function* minhaFuncaoGeradora() { yield valor; }`.
O que é a palavra-chave `yield` em generators JavaScript?,A palavra-chave `yield` pausa a execução do generator e retorna o valor especificado. A execução pode ser retomada posteriormente.
Como criar um WeakMap em JavaScript?,Utilize o construtor `new WeakMap()`.
Como criar um WeakSet em JavaScript?,Utilize o construtor `new WeakSet()`.
O que é o método `Proxy` em JavaScript?,"O objeto `Proxy` permite criar proxies para outros objetos, que podem interceptar e modificar operações fundamentais, como leitura de propriedades, atribuição, enumeração e chamadas de função."
Como criar um Proxy em JavaScript?,"Utilize o construtor `new Proxy(target, handler)`. `target` é o objeto que você está criando um proxy para, e `handler` é um objeto que define os traps (métodos) que interceptam as operações."
O que são os traps (handlers) em um Proxy JavaScript?,"Os traps são funções que interceptam operações específicas no objeto proxy, como `get`, `set`, `apply`, etc. Eles permitem personalizar o comportamento do proxy."
"O que é o padrão de projeto ""Revealing Module Pattern"" em JavaScript?",É um padrão de projeto para encapsular e organizar o código JavaScript.  Ele usa closures para manter o estado privado e retorna um objeto com acesso público a métodos selecionados.
"Como aplicar o ""Revealing Module Pattern"" em JavaScript?","Envolva o código em uma função anônima imediatamente invocada (IIFE). Dentro da função, declare variáveis e funções privadas. Retorne um objeto com apenas as funções que você deseja tornar públicas."
O que são tagged templates em JavaScript?,Tagged templates são uma forma de chamar uma função com um template literal. A função recebe um array de strings literais e um array de valores interpolados.
Como criar uma tagged template em JavaScript?,"Defina uma função que recebe um array de strings e um array de valores. Chame a função usando um template literal com a função como a ""tag"". Ex: `minhaFuncao`Hello, ${nome}!``"
O que é o operador de atribuição com desestruturação (destructuring assignment) em JavaScript?,Permite extrair valores de objetos ou arrays e atribuí-los a variáveis de forma concisa.
Como usar a atribuição com desestruturação em JavaScript com objetos?,"Utilize chaves `{}` para especificar as propriedades que você deseja extrair. Ex: `const { nome, idade } = pessoa;`"
Qual a diferença entre `undefined` e `null` em JavaScript?,"`undefined` significa que uma variável foi declarada mas ainda não recebeu um valor. `null` é um valor de atribuição que representa a ausência intencional de qualquer valor de objeto ou primitivo. `undefined` geralmente indica um estado inicial ou um erro, enquanto `null` é uma atribuição explícita."
Como funciona o operador `typeof` em JavaScript e quais os tipos que ele pode retornar?,"O operador `typeof` retorna uma string indicando o tipo de dado de um operando.  Os tipos que ele pode retornar incluem: ""undefined"", ""boolean"", ""number"", ""string"", ""symbol"", ""bigint"", ""function"", e ""object"". Note que `typeof null` retorna ""object"" (um bug histórico)."
O que é hoisting em JavaScript e como ele afeta a declaração de variáveis e funções?,"Hoisting é o comportamento do JavaScript de mover declarações de variáveis e funções para o topo de seus respectivos escopos durante a fase de compilação. Isso significa que você pode usar uma variável ou função *antes* de sua declaração no código, mas apenas a *declaração* é movida, não a inicialização. Variáveis declaradas com `var` são hoisted com o valor `undefined`, enquanto `let` e `const` não são inicializadas e acessar antes da declaração resulta em um `ReferenceError`. Funções declaradas usando a sintaxe `function declaration` são completamente hoisted, enquanto `function expression` estão sujeitas ao mesmo hoisting que as variáveis."
Explique o conceito de closure em JavaScript.,"Um closure é a capacidade de uma função lembrar e acessar variáveis de seu escopo léxico, mesmo quando a função é executada fora desse escopo. Em outras palavras, uma função interna tem acesso às variáveis da função externa onde foi definida, mesmo depois que a função externa terminou de executar."
O que é o objeto `arguments` em JavaScript e como ele pode ser usado?,"Dentro de uma função, `arguments` é um objeto semelhante a um array que contém todos os argumentos passados para a função. Ele permite acessar argumentos por índice (por exemplo, `arguments[0]`, `arguments[1]`) e tem uma propriedade `length` indicando o número de argumentos. No entanto, `arguments` não é um array verdadeiro e não possui os métodos de array (como `forEach`, `map`, etc.) diretamente.  Em funções arrow, `arguments` não está disponível."
Como você pode criar um novo objeto em JavaScript usando a sintaxe de literal de objeto?,"A sintaxe de literal de objeto é usar chaves `{}` para definir um objeto e pares chave-valor dentro das chaves. Por exemplo: `let person = { name: ""John"", age: 30 };`."
"Explique o conceito de ""truthy"" e ""falsy"" em JavaScript.","Em JavaScript, ""truthy"" e ""falsy"" são valores que, quando avaliados em um contexto booleano (por exemplo, em uma condição `if`), se comportam como `true` ou `false`, respectivamente. Valores falsy incluem `false`, `0`, `""""` (string vazia), `null`, `undefined`, e `NaN`. Todos os outros valores são considerados truthy."
Como você pode criar um array em JavaScript?,"Você pode criar um array usando a sintaxe de literal de array `[]`, por exemplo, `let myArray = [1, 2, 3];`, ou usando o construtor `new Array()`, por exemplo, `let myArray = new Array(1, 2, 3);`. A forma literal é geralmente preferida."
O que é o método `map` em arrays JavaScript e como ele funciona?,O método `map` cria um novo array com os resultados da chamada de uma função fornecida em cada elemento do array original. Ele não modifica o array original.
O que é o método `filter` em arrays JavaScript e como ele funciona?,O método `filter` cria um novo array com todos os elementos que passam no teste implementado pela função fornecida. Ele não modifica o array original.
O que é o método `reduce` em arrays JavaScript e como ele funciona?,"O método `reduce` executa uma função reducer (fornecida) em cada elemento do array, resultando em um único valor de retorno. A função reducer recebe dois argumentos: um acumulador e o valor atual."
Como você pode encontrar o índice de um elemento em um array em JavaScript?,"Você pode usar o método `indexOf()` para encontrar o índice da primeira ocorrência de um elemento em um array. Se o elemento não for encontrado, `indexOf()` retorna `-1`."
O que é o método `forEach` em arrays JavaScript e como ele funciona?,"O método `forEach` executa uma função fornecida uma vez para cada elemento do array. Diferente de `map`, `forEach` não cria um novo array. Ele é usado principalmente para realizar efeitos colaterais."
Como você pode verificar se um array inclui um determinado elemento em JavaScript?,Você pode usar o método `includes()` para verificar se um array inclui um determinado elemento. `includes()` retorna `true` se o elemento estiver presente e `false` caso contrário.
"Qual a diferença entre `let`, `const` e `var` ao declarar variáveis em JavaScript?","`var` tem escopo de função ou escopo global, enquanto `let` e `const` têm escopo de bloco. `let` permite reatribuição, enquanto `const` cria uma variável cujo valor não pode ser reatribuído após a inicialização."
Explique o que são template literals em JavaScript e como eles são usados.,Template literals são strings delimitadas por backticks (``) que permitem a incorporação de expressões JavaScript dentro da string usando `${expression}`. Eles também suportam strings de várias linhas.
O que é destructuring em JavaScript e como ele pode ser usado com objetos e arrays?,"Destructuring é uma expressão JavaScript que permite descompactar valores de arrays ou propriedades de objetos em variáveis distintas. Por exemplo: `let [a, b] = [1, 2];` ou `let { name, age } = { name: ""John"", age: 30 };`."
O que são arrow functions em JavaScript e quais são suas principais diferenças em relação às funções tradicionais?,"Arrow functions são uma sintaxe mais concisa para escrever funções em JavaScript. Elas têm algumas diferenças importantes: não têm seu próprio `this` (herdam o `this` do escopo envolvente), não têm o objeto `arguments` e não podem ser usadas como construtoras (não podem ser chamadas com `new`)."
O que é o operador spread (`...`) em JavaScript e como ele pode ser usado?,O operador spread permite expandir um iterável (como um array ou string) em locais onde zero ou mais argumentos (para chamadas de função) ou elementos (para literais de array) são esperados. Ele também pode ser usado para criar cópias rasas de arrays e objetos.
O que é o operador rest (`...`) em JavaScript e como ele pode ser usado?,"O operador rest é usado para coletar um número indefinido de argumentos em uma função como um array. Ele também pode ser usado para desestruturar arrays e objetos, coletando o restante dos elementos ou propriedades em um novo array ou objeto."
Explique o conceito de default parameters em funções JavaScript.,"Default parameters permitem definir valores padrão para parâmetros de função que serão usados se o argumento correspondente não for fornecido ou for `undefined` durante a chamada da função. Exemplo: `function greet(name = ""Guest"") { ... }`."
O que são generators em JavaScript e como eles funcionam?,"Generators são funções que podem ser pausadas e retomadas, permitindo a produção de múltiplos valores ao longo do tempo. Elas são definidas usando a palavra-chave `function*` e usam a palavra-chave `yield` para retornar valores."
O que são iterators em JavaScript e como eles são usados?,Iterators são objetos que definem uma sequência e retornam um valor por vez. Eles possuem um método `next()` que retorna um objeto com duas propriedades: `value` (o próximo valor da sequência) e `done` (um booleano indicando se a sequência terminou).  Iterators são usados por loops `for...of`.
Como você pode criar um loop `for...of` em JavaScript?,"O loop `for...of` é usado para iterar sobre os valores de um objeto iterável, como um array, string, Map, Set, etc. Por exemplo: `for (let value of myArray) { ... }`."
O que são Maps em JavaScript e como eles diferem dos objetos regulares?,"Maps são coleções de pares chave-valor, onde as chaves podem ser de qualquer tipo de dado (incluindo objetos). Ao contrário dos objetos regulares, Maps mantêm a ordem de inserção das chaves e têm propriedades e métodos específicos para manipulação (como `set`, `get`, `has`, `delete`, `size`)."
O que são Sets em JavaScript e como eles são usados?,"Sets são coleções de valores únicos. Eles não permitem valores duplicados. Sets possuem métodos como `add`, `delete`, `has`, e `size` para manipular os elementos."
O que é o método `Object.keys()` em JavaScript e como ele funciona?,O método `Object.keys()` retorna um array com todas as chaves (nomes de propriedades) de um objeto. A ordem das chaves no array retornado é a mesma que a ordem em que as propriedades são iteradas manualmente.
