Pergunta,Resposta
O que é o método `String.prototype.replace()` em JavaScript?,O método `replace()` substitui parte de uma string por outra string ou por um valor retornado por uma função.
O que é o método `String.prototype.search()` em JavaScript?,"O método `search()` pesquisa uma string por uma correspondência com uma expressão regular e retorna o índice da primeira correspondência, ou -1 se nenhuma correspondência for encontrada.

**Conjunto 10:**"
O que é o método `String.prototype.split()` em JavaScript?,"O método `split()` divide uma string em um array de substrings, usando um separador especificado."
Como você pode criar um temporizador em JavaScript que executa uma função apenas uma vez após um determinado período de tempo?,"Você pode usar a função `setTimeout(funcao, atraso)` para executar uma função apenas uma vez após um determinado período de tempo (em milissegundos)."
Como você pode criar um temporizador em JavaScript que executa uma função repetidamente em intervalos regulares?,"Você pode usar a função `setInterval(funcao, intervalo)` para executar uma função repetidamente em intervalos regulares (em milissegundos)."
Como você pode cancelar um temporizador criado com `setTimeout()` em JavaScript?,"Você pode cancelar um temporizador usando a função `clearTimeout(idDoTemporizador)`, onde `idDoTemporizador` é o valor retornado por `setTimeout()`."
Como você pode cancelar um temporizador criado com `setInterval()` em JavaScript?,"Você pode cancelar um temporizador usando a função `clearInterval(idDoTemporizador)`, onde `idDoTemporizador` é o valor retornado por `setInterval()`."
O que é o objeto `Math` em JavaScript e quais são alguns de seus métodos úteis?,"`Math` é um objeto embutido que fornece funções matemáticas e constantes. Alguns métodos úteis incluem `Math.random()`, `Math.round()`, `Math.floor()`, `Math.ceil()`, `Math.abs()`, `Math.max()`, `Math.min()`."
Como você pode gerar um número aleatório entre dois valores específicos em JavaScript?,"Você pode usar a fórmula `Math.floor(Math.random() * (max - min + 1)) + min`, onde `max` e `min` são os valores máximo e mínimo desejados."
O que são funções recursivas em JavaScript?,Funções recursivas são funções que chamam a si mesmas.
Quais são os riscos de usar recursão excessiva em JavaScript e como você pode evitá-los?,"Recursão excessiva pode levar a um erro de ""stack overflow"" porque cada chamada de função coloca um novo quadro na pilha de chamadas. Você pode evitar isso usando recursão de cauda (se suportada) ou convertendo a recursão em um loop iterativo."
O que é uma função pura em JavaScript?,"Uma função pura é uma função que sempre retorna o mesmo resultado para as mesmas entradas, e não tem efeitos colaterais (não modifica nenhum estado fora de seu próprio escopo).

Espero que este conjunto abrangente de perguntas e respostas seja útil!"
Qual é a diferença entre `null` e `undefined` em JavaScript?,"`null` é um valor de atribuição que representa a ausência intencional de um valor. `undefined` significa que uma variável foi declarada, mas não atribuída com um valor."
Como você impede a propagação de um evento em JavaScript?,Usando o método `event.stopPropagation()` no objeto de evento.
"O que é ""hoisting"" em JavaScript e como ele afeta as variáveis e funções?","Hoisting é um comportamento do JavaScript onde declarações de variáveis (usando `var`) e funções são movidas para o topo do seu escopo antes da execução do código.  Variáveis `var` são hoisted com o valor `undefined`, enquanto funções são hoisted com sua definição completa."
Qual é a diferença entre `==` e `===` em JavaScript?,"`==` compara dois valores após a conversão de tipo, enquanto `===` compara dois valores sem conversão de tipo. `===` verifica a igualdade tanto do valor quanto do tipo de dado."
Como você cria um objeto em JavaScript?,Existem várias maneiras: usando a sintaxe literal `{}` ou usando a palavra-chave `new` com um construtor. Ex: `const obj = {};` ou `const obj = new Object();`.
"Explique o conceito de ""closures"" em JavaScript.","Um closure é uma função que tem acesso ao escopo de outra função, mesmo após a função externa ter retornado. Isso permite que a função interna ""lembre"" das variáveis do escopo externo."
"O que é o ""strict mode"" em JavaScript e como você o ativa?","O ""strict mode"" é uma forma de impor regras mais rígidas no código JavaScript, ajudando a prevenir erros comuns e tornar o código mais seguro. Você o ativa adicionando a string `""use strict"";` no início do seu script ou função."
"Qual é a diferença entre `let`, `const` e `var` na declaração de variáveis?","`var` tem escopo de função ou global, enquanto `let` e `const` têm escopo de bloco. `let` permite reatribuição, enquanto `const` não permite reatribuição após a inicialização."
Como você converte uma string para um número em JavaScript?,"Usando as funções `parseInt()`, `parseFloat()` ou o operador unário `+`."
"O que são ""template literals"" em JavaScript?",São strings que permitem inserir expressões JavaScript diretamente dentro da string usando a sintaxe `${expressão}`. Elas são delimitadas por crases (`).
Como você clona um objeto em JavaScript?,"Você pode usar `Object.assign({}, objetoOriginal)` ou o spread operator `{...objetoOriginal}` para clonar um objeto superficialmente. Para clonagem profunda, você pode usar `JSON.parse(JSON.stringify(objetoOriginal))`, mas isso pode ter limitações com tipos de dados complexos."
O que é o método `map()` em arrays JavaScript?,O método `map()` cria um novo array com os resultados da chamada de uma função fornecida em cada elemento do array original.
Qual é a diferença entre os métodos `forEach()` e `map()` em arrays?,"`forEach()` executa uma função em cada elemento do array, mas não retorna um novo array. `map()` executa uma função em cada elemento e retorna um novo array com os resultados."
"O que é um ""callback function"" em JavaScript?","É uma função passada como argumento para outra função, para ser executada em um momento posterior, geralmente após a conclusão de alguma operação."
Como você manipula erros em JavaScript?,Usando blocos `try...catch` para capturar exceções e o bloco `finally` para executar código independentemente de ocorrer ou não uma exceção.
O que é o método `reduce()` em arrays JavaScript?,O método `reduce()` aplica uma função a um acumulador e a cada elemento do array (da esquerda para a direita) para reduzi-lo a um único valor.
"O que são ""arrow functions"" em JavaScript?","São uma sintaxe mais curta para escrever funções, com algumas diferenças em relação às funções tradicionais, principalmente no contexto de `this`."
Como você verifica se uma variável é um array em JavaScript?,Usando o método `Array.isArray(variavel)`.
O que é o método `filter()` em arrays JavaScript?,O método `filter()` cria um novo array com todos os elementos que passam no teste implementado pela função fornecida.
Como você define um valor padrão para um parâmetro de função em JavaScript?,Usando a sintaxe de valor padrão: `function minhaFuncao(parametro = valorPadrao) { ... }`.
O que é o método `find()` em arrays JavaScript?,"O método `find()` retorna o valor do primeiro elemento no array que satisfaz a função de teste fornecida. Caso contrário, retorna `undefined`."
Qual é a diferença entre `slice()` e `splice()` em arrays JavaScript?,"`slice()` retorna uma cópia de uma parte do array, sem modificar o array original. `splice()` modifica o array original removendo, substituindo ou adicionando elementos."
O que é o método `includes()` em arrays JavaScript?,"O método `includes()` determina se um array contém um determinado elemento, retornando `true` ou `false` conforme apropriado."
Como você remove espaços em branco do início e do fim de uma string em JavaScript?,"Usando os métodos `trim()`, `trimStart()` (ou `trimLeft()`) e `trimEnd()` (ou `trimRight()`)."
O que é o método `padStart()` e `padEnd()` em strings JavaScript?,"`padStart()` preenche o início de uma string com outra string até atingir um determinado comprimento. `padEnd()` faz o mesmo, mas preenche o final da string."
O que são iteradores e iteráveis em JavaScript?,"Um iterável é um objeto que pode ser iterado (usado em um loop `for...of`, por exemplo). Um iterador é um objeto que define uma sequência e, ao terminar, retorna um objeto com uma propriedade `done` definida como `true`."
O que é a função `Object.freeze()` em JavaScript?,"A função `Object.freeze()` congela um objeto. Um objeto congelado não pode mais ser alterado: novas propriedades não podem ser adicionadas, propriedades existentes não podem ser removidas, seus valores não podem ser alterados e sua prototipagem não pode ser alterada. `freeze()` retorna o mesmo objeto."
O que é a função `Object.seal()` em JavaScript?,"A função `Object.seal()` sela um objeto, impedindo que novas propriedades sejam adicionadas a ele e marcando todas as propriedades existentes como não configuráveis. Os valores das propriedades presentes ainda podem ser alterados, desde que sejam graváveis."
"O que é ""destructuring"" em JavaScript?",Destructuring é uma expressão JavaScript que possibilita descompactar valores de arrays ou propriedades de objetos em variáveis distintas.
Como você troca os valores de duas variáveis em JavaScript sem usar uma terceira variável temporária?,"Usando destructuring: `[a, b] = [b, a];`"
O que é o operador `...` (spread operator) em JavaScript?,O spread operator permite expandir um iterável (como um array ou string) em locais onde múltiplos argumentos (para chamadas de função) ou múltiplos elementos (para literais de array) são esperados.
O que é o operador `...` (rest operator) em JavaScript?,O rest operator permite que você represente um número indefinido de argumentos como um array. Ele é usado em parâmetros de função.
O que é a função `setTimeout()` em JavaScript?,É uma função que executa uma função ou trecho de código especificado após um determinado período de tempo (em milissegundos).
O que é a função `setInterval()` em JavaScript?,É uma função que repete a execução de uma função ou trecho de código especificado em intervalos regulares (em milissegundos).
Como você para a execução de um `setInterval()` em JavaScript?,Usando a função `clearInterval()` e passando o ID retornado por `setInterval()` como argumento.
O que é JSON e como você trabalha com ele em JavaScript?,"JSON (JavaScript Object Notation) é um formato leve para troca de dados. Em JavaScript, você pode usar as funções `JSON.stringify()` para converter um objeto JavaScript em uma string JSON e `JSON.parse()` para converter uma string JSON em um objeto JavaScript."
"O que são ""promises"" em JavaScript?","Promises representam o eventual resultado (ou falha) de uma operação assíncrona. Elas têm três estados: pendente (pending), cumprida (fulfilled) e rejeitada (rejected)."
Como você lida com promises em JavaScript?,Usando os métodos `.then()` para lidar com o caso de sucesso (fulfilled) e `.catch()` para lidar com o caso de falha (rejected).
O que é a sintaxe `async/await` em JavaScript?,"É uma sintaxe que simplifica o trabalho com promises, tornando o código assíncrono mais fácil de ler e escrever.  `async` declara uma função assíncrona e `await` espera que uma promise seja resolvida antes de continuar a execução."
"O que é uma ""generator function"" em JavaScript?","Uma função generator é uma função que pode ser interrompida e retomada, permitindo a criação de iteradores personalizados. Elas são definidas usando `function*`."
Como você define um getter e setter em um objeto JavaScript?,"Usando as palavras-chave `get` e `set` dentro da definição de um objeto. Por exemplo:
```javascript
const obj = {
  _valor: 0,
  get valor() { return this._valor; },
  set valor(novoValor) { this._valor = novoValor; }
};
```"
O que é o método `bind()` em JavaScript?,"O método `bind()` cria uma nova função que, quando chamada, tem sua palavra-chave `this` definida com o valor fornecido.  Isso permite controlar o contexto de `this` dentro de uma função."
O que é o método `call()` em JavaScript?,O método `call()` invoca uma função com um determinado valor `this` e argumentos fornecidos individualmente.
O que é o método `apply()` em JavaScript?,O método `apply()` invoca uma função com um dado valor `this` e argumentos fornecidos como um array.
Como você verifica se uma propriedade existe em um objeto JavaScript?,Usando o operador `in` ou o método `hasOwnProperty()`.
O que é o protótipo em JavaScript?,O protótipo é um objeto associado a cada função e objeto em JavaScript.  Ele permite a herança de propriedades e métodos.
Como você implementa herança prototípica em JavaScript?,Definindo o protótipo de um objeto para ser outro objeto. Isso permite que o primeiro objeto herde as propriedades e métodos do segundo objeto.
O que é o método `Object.getPrototypeOf()` em JavaScript?,O método `Object.getPrototypeOf()` retorna o protótipo interno de um objeto.
O que é o método `Object.setPrototypeOf()` em JavaScript?,"O método `Object.setPrototypeOf()` define o protótipo (ou seja, o objeto interno [[Prototype]]) de um objeto especificado para um outro objeto ou `null`."
"O que é o ""event loop"" em JavaScript?","O event loop é um mecanismo que permite ao JavaScript lidar com operações assíncronas de forma não bloqueante. Ele monitora a pilha de chamadas e a fila de callbacks, movendo callbacks prontos da fila para a pilha quando a pilha está vazia."
"O que é o ""call stack"" em JavaScript?",O call stack é uma estrutura de dados que registra o ponto em que o programa está durante a execução. Ele é usado para rastrear as chamadas de função e a ordem em que elas são executadas.
"O que é a ""queue"" em JavaScript?","A queue (fila) é uma estrutura de dados que armazena callbacks que estão prontos para serem executados, mas que ainda não foram movidos para o call stack."
Como você adiciona um event listener a um elemento em JavaScript?,"Usando o método `addEventListener()` no objeto do elemento. Por exemplo: `elemento.addEventListener('click', minhaFuncao);`."
O que é o objeto `event` em JavaScript?,"O objeto `event` é um objeto que contém informações sobre o evento que ocorreu, como o tipo de evento, o elemento que disparou o evento e outros detalhes."
"O que é o ""event bubbling"" em JavaScript?","Event bubbling é o processo em que um evento disparado em um elemento se propaga para os elementos pai na árvore do DOM, disparando os event listeners associados a esses elementos."
"O que é o ""event capturing"" em JavaScript?","Event capturing é o processo inverso do event bubbling, onde um evento se propaga do elemento raiz do DOM para o elemento alvo, disparando os event listeners associados a cada elemento no caminho."
Como você evita o comportamento padrão de um evento em JavaScript?,Usando o método `event.preventDefault()` no objeto de evento.
"O que são ""data attributes"" em HTML e como você acessa eles em JavaScript?",Data attributes são atributos HTML que começam com `data-` e permitem armazenar informações personalizadas em elementos HTML. Você pode acessá-los em JavaScript usando a propriedade `dataset` do elemento.
"O que é ""local storage"" em JavaScript?",Local storage é um mecanismo de armazenamento web que permite armazenar dados localmente no navegador do usuário. Os dados armazenados no local storage persistem mesmo após o fechamento do navegador.
"O que é ""session storage"" em JavaScript?","Session storage é semelhante ao local storage, mas os dados armazenados no session storage são excluídos quando o usuário fecha a guia ou janela do navegador."
Como você armazena e recupera dados no local storage e session storage?,"Usando os métodos `setItem()`, `getItem()`, `removeItem()` e `clear()` do objeto `localStorage` ou `sessionStorage`."
"O que são ""cookies"" em JavaScript?","Cookies são pequenos arquivos de texto que os sites armazenam no navegador do usuário para lembrar informações sobre o usuário, como preferências ou dados de login."
Como você lê e define cookies em JavaScript?,Você pode acessar e modificar cookies usando a propriedade `document.cookie`.
"O que é ""caching"" em JavaScript?",Caching é o processo de armazenar dados em um local temporário (cache) para que possam ser acessados mais rapidamente no futuro.
"O que é ""memoization"" em JavaScript?",Memoization é uma técnica de otimização que armazena os resultados de chamadas de função caras para que possam ser reutilizados em chamadas futuras com os mesmos argumentos.
O que são efeitos colaterais em JavaScript?,"Efeitos colaterais são ações que uma função realiza que afetam o estado externo do programa, como modificar variáveis globais, fazer requisições HTTP ou manipular o DOM."
"O que é ""Currying"" em JavaScript?",Currying é uma técnica que transforma uma função que recebe múltiplos argumentos em uma sequência de funções que recebem um único argumento cada vez.
"O que é ""Composição de Funções"" em JavaScript?","Composição de funções é o processo de combinar duas ou mais funções para criar uma nova função. O resultado da primeira função é passado como argumento para a segunda função, e assim por diante."
"O que é ""debounce"" em JavaScript?",Debounce é uma técnica para limitar a taxa em que uma função é executada. Ela garante que uma função só seja executada após um determinado período de inatividade.
"O que é ""throttle"" em JavaScript?",Throttle é uma técnica para limitar a taxa em que uma função é executada. Ela garante que uma função seja executada no máximo uma vez a cada determinado período de tempo.
"O que é ""AJAX"" em JavaScript?","AJAX (Asynchronous JavaScript and XML) é uma técnica que permite que as páginas web atualizem o conteúdo de forma assíncrona, sem a necessidade de recarregar a página inteira."
Como você faz uma requisição AJAX em JavaScript?,Usando o objeto `XMLHttpRequest` ou a API `fetch`.
O que é a API `fetch` em JavaScript?,A API `fetch` é uma interface para fazer requisições HTTP em JavaScript. Ela fornece uma maneira mais moderna e flexível de substituir o objeto `XMLHttpRequest`.
"O que são ""web workers"" em JavaScript?","Web workers são scripts que são executados em segundo plano, separadamente do thread principal do navegador. Eles permitem realizar tarefas computacionalmente intensivas sem bloquear a interface do usuário."
"O que são ""service workers"" em JavaScript?","Service workers são scripts que atuam como um proxy entre o navegador e o servidor. Eles podem ser usados para implementar recursos como caching offline, notificações push e sincronização em segundo plano."
O que é o objeto `window` em JavaScript?,O objeto `window` representa a janela do navegador. É o objeto global no ambiente do navegador.
O que é o objeto `document` em JavaScript?,O objeto `document` representa o documento HTML exibido na janela do navegador. Ele fornece uma interface para acessar e manipular o conteúdo e a estrutura do documento.
Como você seleciona elementos HTML no DOM usando JavaScript?,"Usando os métodos `getElementById()`, `getElementsByClassName()`, `getElementsByTagName()` ou `querySelector()` e `querySelectorAll()` do objeto `document`."
Como você modifica o conteúdo de um elemento HTML no DOM usando JavaScript?,"Usando a propriedade `innerHTML`, `textContent` ou `innerText` do objeto do elemento."
Como você modifica os atributos de um elemento HTML no DOM usando JavaScript?,Usando os métodos `setAttribute()` e `getAttribute()` do objeto do elemento.
Como você modifica os estilos de um elemento HTML no DOM usando JavaScript?,Acessando a propriedade `style` do objeto do elemento e definindo as propriedades de estilo desejadas.
"O que é ""shadow DOM"" em JavaScript?","Shadow DOM é uma tecnologia que permite encapsular a estrutura, o estilo e o comportamento de um componente web, protegendo-o de interferências externas."
"O que são ""custom elements"" em JavaScript?",Custom elements são elementos HTML personalizados que você pode definir usando a API Web Components. Eles permitem estender a funcionalidade do HTML e criar componentes reutilizáveis.
"O que são ""modules"" em JavaScript?",Modules são unidades de código independentes que podem ser reutilizadas em diferentes partes de um aplicativo. Eles ajudam a organizar o código e a evitar conflitos de nomes.
Como você importa e exporta modules em JavaScript?,Usando as palavras-chave `import` e `export`.
"O que é o ""ES6"" em JavaScript?","ES6 (ECMAScript 2015) é uma versão importante da linguagem JavaScript que introduziu muitas novas funcionalidades, como classes, arrow functions, let e const, template literals, modules e muito mais."
"O que é ""transpilação"" em JavaScript?",Transpilação é o processo de converter código JavaScript escrito em uma versão mais recente da linguagem (como ES6+) para uma versão mais antiga (como ES5) que é compatível com navegadores mais antigos.
"O que é ""bundling"" em JavaScript?","Bundling é o processo de combinar vários arquivos JavaScript em um único arquivo, otimizando o código para desempenho e reduzindo o número de requisições HTTP."
"O que é ""minificação"" em JavaScript?",Minificação é o processo de remover todos os caracteres desnecessários (como espaços em branco e comentários) do código JavaScript para reduzir o tamanho do arquivo.
"O que é ""code splitting"" em JavaScript?","Code splitting é a técnica de dividir o código JavaScript em vários arquivos menores que podem ser carregados sob demanda, melhorando o desempenho do aplicativo."
"O que é ""tree shaking"" em JavaScript?","Tree shaking é uma técnica para remover código não utilizado de um pacote JavaScript, reduzindo o tamanho do arquivo e melhorando o desempenho."
"O que são ""linting tools"" em JavaScript?","Linting tools são ferramentas que analisam o código JavaScript para identificar erros de sintaxe, erros de estilo e outros problemas de qualidade."
"O que são ""testing frameworks"" em JavaScript?","Testing frameworks são ferramentas que ajudam a automatizar o processo de testes de código JavaScript, garantindo que o código funcione corretamente e que as mudanças não introduzam novos erros."
"O que são ""debuggers"" em JavaScript?","Debuggers são ferramentas que permitem inspecionar o código JavaScript durante a execução, permitindo identificar e corrigir erros."
O que é o console em JavaScript?,"O console é uma ferramenta disponível nos navegadores que permite exibir mensagens de log, depurar código e interagir com o ambiente JavaScript."
O que é o método `console.log()` em JavaScript?,O método `console.log()` é usado para exibir mensagens no console do navegador.
O que é o método `console.error()` em JavaScript?,O método `console.error()` é usado para exibir mensagens de erro no console do navegador.
O que é o método `console.warn()` em JavaScript?,O método `console.warn()` é usado para exibir mensagens de aviso no console do navegador.
O que é o método `console.table()` em JavaScript?,O método `console.table()` é usado para exibir dados em formato de tabela no console do navegador.
O que é o método `console.time()` e `console.timeEnd()` em JavaScript?,Os métodos `console.time()` e `console.timeEnd()` são usados para medir o tempo de execução de um trecho de código.
"O que são ""regular expressions"" em JavaScript?","Regular expressions (regex) são padrões de texto que podem ser usados para pesquisar, substituir e validar texto."
Quais são os principais métodos para trabalhar com regular expressions em JavaScript?,"`test()`, `exec()`, `match()`, `search()`, `replace()` e `split()`."
"O que são ""character classes"" em regular expressions?","Character classes definem um conjunto de caracteres que podem corresponder a um determinado ponto em um padrão. Exemplos: `[abc]` (qualquer um dos caracteres a, b ou c), `[^abc]` (qualquer caractere que não seja a, b ou c), `\d` (qualquer dígito), `\w` (qualquer caractere de palavra), `\s` (qualquer caractere de espaço em branco)."
"O que são ""flags"" em regular expressions?","Flags modificam o comportamento de uma regular expression. Exemplos: `i` (ignorar maiúsculas e minúsculas), `g` (correspondência global), `m` (multilinhas)."
"O que é ""unicode"" em JavaScript?",Unicode é um padrão para codificar caracteres que inclui praticamente todos os caracteres usados em todos os idiomas do mundo.
Como você lida com caracteres Unicode em JavaScript?,JavaScript suporta Unicode por padrão. Você pode usar os mesmos métodos de string para manipular caracteres Unicode como faria com caracteres ASCII.
Quais são alguns métodos comuns do objeto `Math` em JavaScript?,"`Math.random()`, `Math.round()`, `Math.ceil()`, `Math.floor()`, `Math.abs()`, `Math.max()`, `Math.min()`, `Math.pow()`, `Math.sqrt()`, `Math.sin()`, `Math.cos()`, `Math.tan()`."
Como você gera um número aleatório entre dois valores específicos em JavaScript?,`Math.floor(Math.random() * (max - min + 1)) + min;`
O que é o objeto `Date` em JavaScript?,O objeto `Date` é usado para trabalhar com datas e horários.
Como você cria um objeto `Date` em JavaScript?,"Usando o construtor `new Date()`. Você pode passar uma string de data, um número de milissegundos desde a época Unix (1 de janeiro de 1970) ou vários argumentos (ano, mês, dia, hora, minuto, segundo, milissegundo)."
Como você obtém o timestamp atual em JavaScript?,Usando o método `Date.now()` ou o método `getTime()` de um objeto `Date`.
Como você calcula a diferença entre duas datas em JavaScript?,Subtraindo os timestamps das duas datas. O resultado estará em milissegundos.
O que é o método `eval()` em JavaScript?,O método `eval()` executa uma string de código JavaScript. **É altamente desencorajado o uso de `eval()` devido a riscos de segurança e desempenho.**
"O que é ""WebAssembly"" e qual sua relação com JavaScript?",WebAssembly (Wasm) é um formato de código binário que pode ser executado em navegadores modernos. Ele foi projetado para ser uma alternativa de alto desempenho ao JavaScript para tarefas computacionalmente intensivas. JavaScript pode interagir com módulos WebAssembly.
Qual a diferença entre programação imperativa e declarativa em Javascript?,"Na programação imperativa, você detalha *como* realizar uma tarefa, passo a passo. Na programação declarativa, você descreve *o que* você quer alcançar, deixando a implementação para o sistema. Javascript suporta ambos os estilos, mas muitas vezes a programação declarativa resulta em código mais conciso e legível."
"O que é ""Object.is()"" em JavaScript?","`Object.is()` determina se dois valores são o mesmo valor. Ele é similar a `===`, mas lida com casos especiais como `NaN` (considerando `NaN` igual a `NaN`) e `-0` e `+0` (considerando-os diferentes)."
O que é a intenção por trás da criação do `BigInt` em Javascript e como ele difere do tipo `Number`?,"`BigInt` foi criado para representar inteiros de precisão arbitrária, permitindo cálculos com números maiores do que o limite seguro do tipo `Number` (Number.MAX_SAFE_INTEGER).  `Number` usa ponto flutuante de dupla precisão (64-bit), o que limita a precisão para números inteiros grandes."
Qual a diferença entre `encodeURI()` e `encodeURIComponent()` em JavaScript?,"`encodeURI()` codifica uma URI, exceto alguns caracteres. `encodeURIComponent()` codifica um componente de URI. `encodeURIComponent()` deve ser usado para codificar partes individuais de um URI, como parâmetros de consulta, enquanto `encodeURI()` deve ser usado para codificar a URI completa."
"Como você pode detectar se o usuário está utilizando o ""modo escuro"" (dark mode) no sistema operacional através de Javascript?","Usando a `window.matchMedia('(prefers-color-scheme: dark)').matches` que retorna `true` se o usuário prefere o modo escuro, e `false` caso contrário."
"O que é o ""Temporal API"" do Javascript (ainda em desenvolvimento) e quais problemas ele pretende resolver em relação ao objeto `Date` atual?","A Temporal API é uma nova API para lidar com datas e horários em JavaScript, projetada para substituir o objeto `Date` existente, que é considerado problemático devido à sua mutabilidade, inconsistências de fuso horário e falta de suporte para calendários não-gregorianos. A Temporal API é mais moderna, imutável e oferece melhor suporte para fuso horários e calendários."
O que é o hoisting em JavaScript e como ele afeta a execução do código?,"Hoisting é o comportamento do JavaScript de mover declarações de variáveis e funções para o topo do escopo antes da execução do código. Variáveis declaradas com `var` são hoisted com valor `undefined`, enquanto funções declaradas com `function` são hoisted completamente. Isso significa que você pode usar variáveis antes de sua declaração em alguns casos, mas com resultados inesperados se usar `var`. `let` e `const` são hoisted, mas não inicializadas, resultando em um erro se acessadas antes da declaração."
Explique a diferença entre `==` e `===` em JavaScript.,"`==` é o operador de igualdade abstrata, que realiza coerção de tipo antes de comparar. `===` é o operador de igualdade estrita, que não realiza coerção de tipo e retorna `true` apenas se os tipos e valores forem idênticos."
O que é o objeto `arguments` e quando ele é usado?,"`arguments` é um objeto semelhante a um array disponível dentro de funções que contém todos os argumentos passados para a função, mesmo que não tenham sido definidos na assinatura da função. Ele é usado para acessar argumentos adicionais ou para funções que precisam lidar com um número variável de argumentos. Note que em arrow functions, o objeto `arguments` não está disponível."
O que é uma closure em JavaScript e por que ela é importante?,"Uma closure é a capacidade de uma função de ""lembrar"" o ambiente léxico em que foi criada, mesmo depois que a função externa já terminou de executar. Isso é importante para encapsulamento de dados, criação de funções de fábrica e manutenção de estado."
O que é um protótipo em JavaScript e como ele é usado?,"Um protótipo é um objeto do qual outros objetos herdam propriedades e métodos. Cada objeto em JavaScript tem um protótipo, e a herança é feita através da cadeia de protótipos. É usado para implementar herança e reutilização de código."
Explique o que é o método `bind()` e como ele funciona.,O método `bind()` cria uma nova função com o `this` definido para um valor especificado. Ele também pode receber argumentos que serão predefinidos para a nova função quando ela for chamada.
O que são arrow functions e quais suas vantagens em relação às funções tradicionais?,Arrow functions são uma sintaxe mais concisa para escrever funções em JavaScript. Elas têm um `this` léxico (herdado do contexto circundante) e não têm seu próprio objeto `arguments`. São mais adequadas para funções anônimas e callbacks.
Como você pode criar um objeto em JavaScript usando a notação literal?,"Você pode criar um objeto usando a notação literal com chaves `{}` e definindo pares chave-valor dentro das chaves, como: `let pessoa = { nome: ""João"", idade: 30 };`."
O que é o método `map()` em arrays e como ele é usado?,`map()` é um método de array que cria um novo array com os resultados da chamada de uma função fornecida em cada elemento do array original. É usado para transformar os elementos de um array.
O que é o método `filter()` em arrays e como ele é usado?,`filter()` é um método de array que cria um novo array com todos os elementos que passam no teste implementado pela função fornecida. É usado para selecionar elementos específicos de um array.
O que é o método `reduce()` em arrays e como ele é usado?,"`reduce()` é um método de array que aplica uma função contra um acumulador e cada elemento do array (da esquerda para a direita) para reduzi-lo a um único valor. É usado para realizar operações como somar, multiplicar ou combinar elementos de um array."
"Qual a diferença entre `let`, `const` e `var` ao declarar variáveis?","`var` tem escopo de função ou global e pode ser redeclarada e reatribuída. `let` tem escopo de bloco e pode ser reatribuída, mas não redeclarada no mesmo escopo. `const` tem escopo de bloco e não pode ser redeclarada nem reatribuída após a inicialização."
O que é o operador ternário e como ele é usado?,O operador ternário é uma forma concisa de escrever uma instrução `if...else`. Sua sintaxe é `condição ? expressão_se_verdadeiro : expressão_se_falso;`.
O que é o `typeof` operador e quais valores ele pode retornar?,"O operador `typeof` retorna uma string indicando o tipo de dado de um operando. Ele pode retornar valores como ""number"", ""string"", ""boolean"", ""object"", ""undefined"", ""function"" e ""symbol""."
Como você pode converter uma string para um número em JavaScript?,"Você pode usar `Number()`, `parseInt()` ou `parseFloat()` para converter uma string para um número. `parseInt()` converte para um inteiro, `parseFloat()` para um número de ponto flutuante e `Number()` tenta converter para o tipo mais apropriado."
O que são template literals e como eles são usados?,Template literals são strings delimitadas por crases (`) que permitem a interpolação de variáveis e expressões dentro da string. Eles são usados para criar strings dinâmicas e multilinhas.
"Explique o conceito de ""truthy"" e ""falsy"" values em JavaScript.","""Truthy"" e ""falsy"" values são valores que são avaliados como `true` ou `false` em um contexto booleano. Valores ""falsy"" incluem `false`, `0`, `""""`, `null`, `undefined` e `NaN`. Todos os outros valores são considerados ""truthy""."
O que é o operador `&&` (AND lógico) e como ele funciona?,"O operador `&&` retorna o primeiro operando ""falsy"" encontrado ou o último operando se todos forem ""truthy"". Ele é usado para realizar operações lógicas AND."
O que é o operador `||` (OR lógico) e como ele funciona?,"O operador `||` retorna o primeiro operando ""truthy"" encontrado ou o último operando se todos forem ""falsy"". Ele é usado para realizar operações lógicas OR."
O que é o operador `!` (NOT lógico) e como ele funciona?,"O operador `!` retorna o inverso booleano do operando. Se o operando for ""truthy"", retorna `false`; se for ""falsy"", retorna `true`."
O que é o operador `in` em JavaScript e como ele é usado?,O operador `in` retorna `true` se uma propriedade especificada existe no objeto.  Exemplo: `'nome' in pessoa;`
O que é o operador `instanceof` em JavaScript e como ele é usado?,O operador `instanceof` testa se o protótipo da função construtora de um objeto aparece em algum lugar na cadeia de protótipos do objeto.
Como você pode criar uma cópia profunda de um objeto em JavaScript?,"Uma forma de criar uma cópia profunda é usando `JSON.parse(JSON.stringify(objeto))`. No entanto, isso não funciona para objetos que contêm funções, datas ou outros tipos não serializáveis em JSON."
O que são funções construtoras em JavaScript?,Funções construtoras são funções que são usadas para criar objetos. Elas são chamadas com o operador `new` e geralmente seguem a convenção de iniciar com letra maiúscula.
Explique o conceito de herança prototípica em JavaScript.,"Herança prototípica é um modelo de herança onde objetos herdam propriedades e métodos de seus protótipos. Cada objeto tem um protótipo, e a cadeia de protótipos permite que objetos acessem propriedades e métodos de objetos ancestrais."
O que é o `this` keyword em JavaScript e como seu valor é determinado?,O `this` é uma palavra-chave que se refere ao objeto no qual a função está sendo executada. Seu valor é determinado pelo contexto de chamada da função.
