Pergunta,Resposta
O que é o método `trim()` de uma string?,`trim()` remove os espaços em branco do início e do fim de uma string.
O que é o método `toUpperCase()` de uma string?,`toUpperCase()` converte uma string para letras maiúsculas.
O que é o método `toLowerCase()` de uma string?,`toLowerCase()` converte uma string para letras minúsculas.
O que é o método `substring()` de uma string?,`substring()` retorna uma parte de uma string entre dois índices especificados.
O que é o método `substr()` de uma string?,"`substr()` retorna uma parte de uma string, começando em um índice especificado e com um comprimento especificado."
O que é o método `charAt()` de uma string?,`charAt()` retorna o caractere em um índice especificado em uma string.
O que é o método `charCodeAt()` de uma string?,`charCodeAt()` retorna o código Unicode do caractere em um índice especificado em uma string.
"Qual é a diferença entre `var`, `let` e `const` em relação ao escopo?","`var` tem escopo de função ou global, enquanto `let` e `const` têm escopo de bloco."
Qual é a diferença entre `let` e `const` em relação à reatribuição?,"Variáveis declaradas com `let` podem ser reatribuídas, enquanto variáveis declaradas com `const` não podem."
O que é o padrão de design Module em JavaScript?,O padrão Module é uma forma de encapsular código em unidades reutilizáveis. Ele usa closures para criar escopos privados e expor apenas as partes necessárias do módulo.
O que é o padrão Revealing Module em JavaScript?,O padrão Revealing Module é uma variação do padrão Module em que todas as variáveis e funções são definidas no escopo privado do módulo e apenas um objeto com as funções públicas é retornado.
O que é partial application em JavaScript?,Partial application é uma técnica de criar uma nova função pré-configurando alguns dos argumentos de uma função existente.
O que é o padrão Observer em JavaScript?,"O padrão Observer define uma dependência um-para-muitos entre objetos, de forma que quando um objeto muda de estado, todos os seus dependentes são notificados e atualizados automaticamente."
O que é o padrão Singleton em JavaScript?,O padrão Singleton garante que uma classe tenha apenas uma instância e fornece um ponto de acesso global para ela.
O que é o padrão Factory em JavaScript?,O padrão Factory fornece uma interface para criar objetos sem especificar suas classes concretas.
O que é o padrão Prototype em JavaScript?,"O padrão Prototype permite criar novos objetos copiando um objeto existente, chamado protótipo."
O que é o padrão Iterator em JavaScript?,O padrão Iterator fornece uma maneira de acessar sequencialmente os elementos de um objeto agregado sem expor sua representação subjacente.
O que é o padrão Decorator em JavaScript?,"O padrão Decorator permite adicionar novas funcionalidades a um objeto existente dinamicamente, sem modificar sua estrutura."
O que são Generators em JavaScript?,Generators são um tipo especial de função que pode pausar sua execução e retomá-la mais tarde. Eles usam a palavra-chave `yield` para retornar valores.
O que é o operador `yield` em JavaScript?,`yield` pausa a execução de uma função generator e retorna um valor para o chamador.
O que é um iterador em JavaScript?,Um iterador é um objeto que define uma sequência e um valor de retorno ao final dessa sequência. Ele implementa um método `next()` que retorna um objeto com duas propriedades: `value` (o próximo valor na sequência) e `done` (um booleano indicando se a sequência terminou).
O que são iterables em JavaScript?,"Um iterable é um objeto que pode ser iterado, ou seja, seus elementos podem ser acessados sequencialmente. Eles implementam o método `Symbol.iterator` que retorna um iterador."
O que é o operador `for...of` em JavaScript?,"`for...of` cria um loop iterando sobre objetos iteráveis (arrays, strings, maps, sets, etc.), invocando um hook de iteração personalizado com instruções a serem executadas para o valor de cada propriedade distinta."
O que é o objeto `Map` em JavaScript?,`Map` é uma coleção de pares chave-valor onde as chaves podem ser de qualquer tipo de dado.
O que é o objeto `Set` em JavaScript?,"`Set` é uma coleção de valores únicos, onde cada valor só pode ocorrer uma vez."
O que é o operador `??` (nullish coalescing operator) em JavaScript?,"O operador `??` retorna o operando do lado direito quando o operando do lado esquerdo é `null` ou `undefined`, caso contrário, retorna o operando do lado esquerdo."
O que é o operador `?.` (optional chaining operator) em JavaScript?,"O operador `?.` permite acessar propriedades aninhadas de um objeto sem precisar verificar explicitamente se cada nível da cadeia existe. Se uma propriedade na cadeia for `null` ou `undefined`, o operador retorna `undefined` em vez de lançar um erro."
O que é o método `Object.assign()` em JavaScript?,`Object.assign()` copia os valores de todas as propriedades enumeráveis próprias de um ou mais objetos de origem para um objeto de destino. Ele retorna o objeto de destino.
O que é o método `Object.defineProperty()` em JavaScript?,`Object.defineProperty()` define uma nova propriedade diretamente em um objeto ou modifica uma propriedade existente de um objeto e retorna o objeto.
O que são propriedades acessoras (getters e setters) em JavaScript?,"Propriedades acessoras são métodos que permitem acessar ou modificar o valor de uma propriedade de um objeto de forma controlada. Getters são usados para ler o valor de uma propriedade, e setters são usados para definir o valor de uma propriedade."
O que é o protocolo URL em JavaScript?,"Em JavaScript, o protocolo URL é a primeira parte de uma URL, indicando o método utilizado para acessar o recurso. Exemplos comuns incluem `http://`, `https://`, `ftp://`, e `mailto:`."
Como criar uma função construtora em JavaScript?,Uma função construtora é uma função que é usada com o operador `new` para criar novos objetos. Ela normalmente define propriedades e métodos que serão compartilhados por todas as instâncias do objeto. Exemplo: `function Pessoa(nome) { this.nome = nome; }`
Como herdar propriedades e métodos de outro objeto em JavaScript usando protótipos?,"Você pode definir o protótipo de um objeto para ser outro objeto usando `Object.setPrototypeOf(objetoFilho, objetoPai.prototype)`."
O que é o atributo `length` de uma string?,O atributo `length` retorna o número de caracteres em uma string.
O que são tagged templates em JavaScript?,Tagged templates permitem que você processe template literals com uma função. A função recebe um array de strings literais e um array de valores interpolados.
O que é o símbolo `Symbol` em JavaScript?,`Symbol` é um tipo de dado primitivo que representa um identificador único. Eles são frequentemente usados para adicionar propriedades únicas a objetos que não entrarão em conflito com outras propriedades.
O que é o atributo `prototype` em JavaScript?,Toda função em JavaScript tem uma propriedade `prototype`. Esta propriedade é um objeto cujo protótipo é atribuído ao `__proto__` de cada objeto criado com essa função como construtor (usando `new`).
O que é o método `instanceof` em JavaScript?,O operador `instanceof` testa se a propriedade `prototype` de um construtor aparece em algum lugar na cadeia de protótipos de um objeto.
Como criar uma classe em JavaScript (ES6+)?,Classes são criadas usando a palavra-chave `class`. Elas fornecem uma sintaxe mais clara e orientada a objetos para criar objetos e herdar propriedades e métodos.
O que são construtores em classes JavaScript?,Construtores são métodos especiais dentro de uma classe que são executados quando um novo objeto da classe é criado. Eles são usados para inicializar as propriedades do objeto.
O que é a palavra-chave `super` em classes JavaScript?,`super` é usado dentro de uma classe filha para chamar o construtor da classe pai e acessar propriedades e métodos da classe pai.
Como funciona a herança de classes em JavaScript (ES6+)?,A herança é implementada usando a palavra-chave `extends`. Uma classe filha pode herdar propriedades e métodos de uma classe pai.
O que são módulos ES6 (ES Modules) em JavaScript?,ES Modules são um sistema de módulos nativo do JavaScript que permite organizar o código em arquivos separados e importá-los e exportá-los conforme necessário.
Como exportar um módulo em JavaScript (ES6+)?,"Use a palavra-chave `export` para exportar variáveis, funções ou classes de um módulo."
Como importar um módulo em JavaScript (ES6+)?,"Use a palavra-chave `import` para importar variáveis, funções ou classes de um módulo."
Qual a diferença entre exportações nomeadas e exportações padrão em ES Modules?,"Exportações nomeadas permitem exportar vários valores de um módulo, cada um com um nome específico. Exportações padrão permitem exportar um único valor como o valor padrão do módulo."
O que é o objeto `Proxy` em JavaScript?,"O objeto `Proxy` permite criar um proxy para outro objeto, que pode interceptar e customizar operações como leitura de propriedades, atribuição, enumeração, e chamadas de função."
O que são Reflect API em JavaScript?,Reflect API é um objeto embutido que fornece métodos interceptáveis para operações do JavaScript. Eles são projetados para serem usados em conjunto com o objeto `Proxy`.
Como funciona o Garbage Collection em JavaScript?,O Garbage Collection é o processo automático de liberação de memória que não está mais sendo usada por um programa. O JavaScript usa um algoritmo de Garbage Collection para identificar e liberar automaticamente a memória ocupada por objetos que não são mais referenciados.
O que são Memory Leaks em JavaScript e como evitá-los?,"Memory Leaks ocorrem quando um programa não libera memória que não está mais sendo usada, levando a um aumento gradual no uso de memória. Eles podem ser evitados removendo referências desnecessárias a objetos, fechando event listeners e usando estruturas de dados apropriadas."
O que é a Temporal Dead Zone (TDZ) em JavaScript?,"A Temporal Dead Zone (TDZ) é a área de um bloco de código onde uma variável declarada com `let` ou `const` existe, mas não pode ser acessada até que sua declaração seja alcançada. Acessar uma variável dentro da TDZ resulta em um erro."
O que é o padrão de design Composite em JavaScript?,"O padrão Composite permite tratar objetos individuais e composições de objetos de forma uniforme. Ele cria uma estrutura de árvore onde os nós podem ser objetos individuais ou outros objetos compostos.

Espero que esta lista abrangente seja útil!"
"O que é o ""hoisting"" em JavaScript e como ele afeta variáveis e funções?","Hoisting é o comportamento do JavaScript de mover declarações de variáveis e funções para o topo de seu escopo antes da execução do código. Variáveis declaradas com `var` são hoisted com valor `undefined`, enquanto funções declaradas com a palavra-chave `function` são hoisted completamente, permitindo que sejam usadas antes de serem declaradas no código. Variáveis com `let` e `const` são hoisted, mas não inicializadas, resultando em um erro se forem acessadas antes da declaração."
Explique o que é o `this` em JavaScript.,"`this` se refere ao objeto no qual a função está sendo executada. Seu valor depende de como a função é chamada. Em um método de objeto, `this` se refere ao objeto. Em uma função solta, em modo não estrito, `this` se refere ao objeto global (window no navegador, global no Node.js). Com `call`, `apply` e `bind`, `this` pode ser explicitamente definido."
O que é o prototype em JavaScript e como ele é usado para herança?,"Cada objeto em JavaScript tem um prototype. Quando uma propriedade é acessada em um objeto, o JavaScript primeiro procura na própria propriedade do objeto. Se não encontrar, procura no prototype do objeto. Se ainda não encontrar, procura no prototype do prototype, e assim por diante, até atingir o prototype final, que é `null`. Isso permite herança por meio da cadeia de protótipos."
"Explique o conceito de ""event loop"" em JavaScript.","O event loop é um mecanismo que permite que o JavaScript execute tarefas assíncronas sem bloquear o thread principal. Ele monitora a pilha de chamadas e a fila de mensagens, movendo tarefas da fila para a pilha quando a pilha está vazia."
Como você lidaria com erros em JavaScript?,"Usando blocos `try...catch` para capturar exceções. Além disso, pode-se usar o método `.catch()` em Promises para lidar com erros assíncronos."
O que é JSON?,"JSON (JavaScript Object Notation) é um formato de dados leve, usado para transmitir dados entre um servidor e um navegador. É baseado em um subconjunto da linguagem JavaScript."
"Qual a diferença entre `let`, `const` e `var` ao declarar variáveis?","`var` tem escopo de função ou global. `let` e `const` têm escopo de bloco. `let` permite reatribuição, enquanto `const` cria uma referência constante à variável (o valor em si pode ser mutável, se for um objeto)."
"Explique o conceito de ""currying"" em JavaScript.",Currying é a técnica de transformar uma função que recebe múltiplos argumentos em uma sequência de funções que recebem um único argumento cada vez.
O que é a cadeia de escopo em JavaScript?,A cadeia de escopo é o conjunto de escopos acessíveis a uma função no momento em que é executada. Ela é determinada pela ordem em que as funções são aninhadas.
O que é o DOM?,"O DOM (Document Object Model) é uma representação em árvore da estrutura de um documento HTML ou XML. Ele permite que o JavaScript acesse e manipule o conteúdo, a estrutura e o estilo do documento."
Como você seleciona um elemento HTML usando JavaScript?,"Usando métodos como `document.getElementById()`, `document.getElementsByClassName()`, `document.getElementsByTagName()` ou `document.querySelector()` e `document.querySelectorAll()`."
Como você modifica o conteúdo de um elemento HTML usando JavaScript?,"Através das propriedades `innerHTML`, `textContent` ou `innerText` do elemento."
Como você adiciona um novo elemento HTML ao DOM usando JavaScript?,"Criando o elemento com `document.createElement()`, definindo suas propriedades e anexando-o ao DOM usando métodos como `appendChild()`, `insertBefore()`, etc."
Como você remove um elemento HTML do DOM usando JavaScript?,"Usando o método `removeChild()` no elemento pai do nó que se deseja remover, ou o método `remove()` no próprio elemento a ser removido."
Como você adiciona um event listener a um elemento HTML usando JavaScript?,Usando o método `addEventListener()` do elemento.
Quais são alguns eventos comuns do DOM em JavaScript?,"`click`, `mouseover`, `mouseout`, `keydown`, `keyup`, `submit`, `load`, `DOMContentLoaded`, etc."
O que é event bubbling?,"Event bubbling é quando um evento acionado em um elemento se propaga para cima na árvore DOM, acionando os event listeners nos elementos pais."
O que é event capturing?,"Event capturing é o oposto de event bubbling. O evento é capturado primeiro pelo elemento mais externo e, em seguida, propaga-se para os elementos internos até atingir o elemento alvo."
Como você previne o comportamento padrão de um evento em JavaScript?,Usando o método `preventDefault()` do objeto de evento.
Como você interrompe a propagação de um evento em JavaScript?,Usando o método `stopPropagation()` do objeto de evento.
Como você converte um valor para um booleano em JavaScript?,Usando a função `Boolean()` ou o operador de negação dupla `!!`.
O que são truthy e falsy values em JavaScript?,"Valores truthy são valores que são avaliados como `true` em um contexto booleano. Valores falsy são valores que são avaliados como `false`. Exemplos de falsy values são: `0`, `null`, `undefined`, `NaN`, `""""` (string vazia) e `false`."
Como você arredonda um número em JavaScript?,"Usando os métodos `Math.round()`, `Math.ceil()` ou `Math.floor()`."
O que é o método `map()` em JavaScript?,`map()` cria um novo array com os resultados da chamada de uma função fornecida em cada elemento do array original.
O que é o método `filter()` em JavaScript?,`filter()` cria um novo array com todos os elementos que passam no teste implementado pela função fornecida.
O que é o método `reduce()` em JavaScript?,`reduce()` aplica uma função a um acumulador e a cada elemento de um array (da esquerda para a direita) para reduzi-lo a um único valor.
O que é o método `forEach()` em JavaScript?,"`forEach()` executa uma função fornecida uma vez para cada elemento do array. Ao contrário de `map`, ele não retorna um novo array."
O que é o método `sort()` em JavaScript?,"`sort()` ordena os elementos de um array no local e retorna o array. Por padrão, a ordenação é alfabética (conversão para string e comparação dos valores Unicode)."
Como você clona um array em JavaScript?,"Usando o operador spread (`...`), o método `slice()`, ou `Array.from()`."
Como você junta elementos de um array em uma string em JavaScript?,Usando o método `join()`.
Como você divide uma string em um array em JavaScript?,Usando o método `split()`.
O que é o método `test()` de uma expressão regular em JavaScript?,`test()` executa uma pesquisa por uma correspondência entre uma expressão regular e uma string especificada. Retorna `true` ou `false`.
O que é o método `exec()` de uma expressão regular em JavaScript?,`exec()` executa uma pesquisa por uma correspondência em uma string especificada. Retorna um array com as informações da correspondência ou `null` se não houver correspondência.
O que são grupos de captura em expressões regulares?,São partes de uma expressão regular dentro de parênteses que permitem capturar e referenciar as partes correspondentes da string.
O que são quantificadores em expressões regulares?,"Símbolos que especificam quantas vezes um caractere ou grupo deve ocorrer na string para corresponder ao padrão (ex: `*`, `+`, `?`, `{n}`, `{n,}`, `{n,m}`)."
O que são classes de caracteres em expressões regulares?,"Representam conjuntos de caracteres que podem corresponder em uma determinada posição (ex: `\d` para dígitos, `\w` para caracteres alfanuméricos, `\s` para espaços em branco)."
O que são âncoras em expressões regulares?,"Símbolos que especificam uma posição na string onde a correspondência deve ocorrer (ex: `^` para o início da string, `$` para o final da string)."
O que é o método `match()` de uma string em JavaScript?,`match()` recupera as correspondências de uma string em relação a uma expressão regular.
O que é o método `replace()` de uma string em JavaScript?,`replace()` retorna uma nova string com algumas ou todas as correspondências de um padrão substituídas por um substituto.
O que é o método `search()` de uma string em JavaScript?,"`search()` executa uma pesquisa por uma correspondência entre uma expressão regular e esta String objeto. Retorna o índice da primeira correspondência na string, ou -1 se nenhuma correspondência for encontrada."
O que é o método `substring()` de uma string em JavaScript?,`substring()` retorna a parte da string entre os índices inicial e final fornecidos.
O que é o método `slice()` de uma string em JavaScript?,`slice()` extrai uma seção de uma string e retorna uma nova string. Aceita índices negativos.
O que é o método `toUpperCase()` de uma string em JavaScript?,`toUpperCase()` retorna a string convertida para maiúsculas.
O que é o método `toLowerCase()` de uma string em JavaScript?,`toLowerCase()` retorna a string convertida para minúsculas.
O que é o método `trim()` de uma string em JavaScript?,`trim()` remove espaços em branco do início e do fim de uma string.
Como você verifica o tipo de uma variável em JavaScript?,Usando o operador `typeof`.
Quais são os tipos de dados primitivos em JavaScript?,"`string`, `number`, `boolean`, `null`, `undefined`, `symbol` e `bigint`."
O que é o tipo de dado `symbol` em JavaScript?,`symbol` é um tipo de dado primitivo cujas instâncias são únicas e imutáveis. São frequentemente usados como chaves de propriedades de objetos para evitar conflitos de nomes.
O que é o tipo de dado `bigint` em JavaScript?,`bigint` é um tipo de dado numérico que pode representar inteiros com precisão arbitrária.
O que é coerção de tipo em JavaScript?,É a conversão automática de um tipo de dado para outro pelo JavaScript durante a execução do código.
Como você previne a coerção de tipo indesejada em JavaScript?,Usando o operador de igualdade estrita (`===`) e o operador de desigualdade estrita (`!==`).
O que é um bloco de código em JavaScript?,É um grupo de zero ou mais instruções delimitadas por chaves `{}`.
"O que é o modo estrito (""strict mode"") em JavaScript?","É uma forma de executar o JavaScript de forma mais ""segura"". Ele impõe regras mais rígidas e ajuda a prevenir erros comuns. É ativado adicionando a string `""use strict"";` no início de um script ou função."
Quais são algumas das restrições impostas pelo modo estrito em JavaScript?,"Variáveis devem ser declaradas antes de serem usadas, a atribuição a propriedades somente leitura resulta em erro, o uso de `with` é proibido, etc."
O que é programação orientada a objetos em JavaScript?,É um paradigma de programação que usa objetos para organizar e estruturar o código.
O que são classes em JavaScript (ES6)?,São modelos para criar objetos. Elas fornecem uma sintaxe mais clara e concisa para definir propriedades e métodos de objetos.
O que é um construtor em uma classe JavaScript?,É um método especial dentro de uma classe que é chamado quando um novo objeto da classe é criado. É usado para inicializar as propriedades do objeto.
O que é herança em JavaScript (classes)?,É um mecanismo que permite que uma classe (subclasse) herde propriedades e métodos de outra classe (superclasse).
Como você implementa herança em JavaScript usando classes?,Usando a palavra-chave `extends` na declaração da classe.
O que é o método `super()` em JavaScript (classes)?,É usado dentro de uma subclasse para chamar o construtor da superclasse.
O que é polimorfismo em programação orientada a objetos?,É a capacidade de objetos de diferentes classes responderem ao mesmo método de forma diferente.
O que é encapsulamento em programação orientada a objetos?,É a prática de agrupar dados (propriedades) e métodos que operam nesses dados dentro de uma unidade (objeto).
O que é a palavra-chave `static` em classes JavaScript?,"É usada para definir métodos e propriedades que pertencem à classe em si, em vez de pertencerem a instâncias da classe."
O que são módulos em JavaScript?,São unidades independentes de código que podem ser reutilizadas em diferentes partes de uma aplicação.
Como você importa um módulo em JavaScript?,Usando a palavra-chave `import`.
Como você exporta um módulo em JavaScript?,Usando a palavra-chave `export`.
Qual a diferença entre `export default` e `export` nomeado?,`export default` permite exportar um único valor padrão de um módulo. `export` nomeado permite exportar múltiplos valores com nomes específicos.
O que é o método `concat()` em JavaScript?,`concat()` retorna um novo array contendo todos os arrays concatenados com o array no qual foi chamado.
O que é o método `reverse()` em JavaScript?,"`reverse()` inverte a ordem dos elementos em um array no local. O primeiro elemento do array se torna o último, e o último elemento se torna o primeiro."
O que é o método `push()` em JavaScript?,`push()` adiciona um ou mais elementos ao final de um array e retorna o novo comprimento do array.
O que é o método `pop()` em JavaScript?,`pop()` remove o último elemento de um array e retorna esse elemento.
O que é o método `shift()` em JavaScript?,`shift()` remove o primeiro elemento de um array e retorna esse elemento.
O que é o método `unshift()` em JavaScript?,`unshift()` adiciona um ou mais elementos ao início de um array e retorna o novo comprimento do array.
O que é o método `splice()` em JavaScript?,"`splice()` altera o conteúdo de um array, adicionando novos elementos enquanto remove elementos antigos."
O que é a recursão em JavaScript?,É uma técnica de programação em que uma função chama a si mesma para resolver um problema.
Quais são os perigos da recursão excessiva em JavaScript?,"Pode levar a um estouro da pilha de chamadas (stack overflow), o que causa um erro e interrompe a execução do programa."
O que é a otimização de cauda de recursão (Tail Call Optimization - TCO)?,É uma otimização que alguns engines JavaScript implementam para evitar o estouro da pilha de chamadas em funções recursivas que fazem a chamada recursiva como a última operação. JavaScript não tem garantia de TCO.
O que é a desserialização em JavaScript?,É o processo de converter uma string JSON em um objeto JavaScript.
Como você desserializa uma string JSON em JavaScript?,Usando o método `JSON.parse()`.
O que é a serialização em JavaScript?,É o processo de converter um objeto JavaScript em uma string JSON.
Como você serializa um objeto JavaScript em JSON?,Usando o método `JSON.stringify()`.
O que é o tratamento de erros síncrono em JavaScript?,"É o tratamento de erros que ocorrem durante a execução de código síncrono, normalmente usando blocos `try...catch`."
O que é o tratamento de erros assíncrono em JavaScript?,"É o tratamento de erros que ocorrem durante a execução de código assíncrono, normalmente usando callbacks com um padrão de primeiro argumento como erro, ou usando `Promises` com `.catch()`, ou com `async/await` usando `try...catch`."
"O que é o ""callback hell"" em JavaScript?","É um padrão de código onde múltiplas funções assíncronas são aninhadas umas dentro das outras, tornando o código difícil de ler e manter."
"Como você evita o ""callback hell"" em JavaScript?","Usando `Promises`, `async/await` ou modularizando o código em funções menores."
O que é a palavra-chave `async` em JavaScript?,É usada para marcar uma função como assíncrona. Funções assíncronas retornam implicitamente uma `Promise`.
O que é a palavra-chave `await` em JavaScript?,É usada dentro de uma função assíncrona para pausar a execução da função até que uma `Promise` seja resolvida ou rejeitada.
Qual a diferença entre `async/await` e `Promises`?,"`async/await` é uma sintaxe mais moderna e legível para trabalhar com `Promises`. Na prática, `async/await` simplifica a sintaxe e torna o código assíncrono mais parecido com o código síncrono."
O que é um módulo CommonJS?,É um sistema de módulos usado principalmente no Node.js.  Módulos são carregados usando `require()` e exportados usando `module.exports`.
O que é o sistema de módulos ES (ES Modules)?,"É o sistema de módulos padrão do JavaScript, introduzido no ES6. Módulos são importados usando `import` e exportados usando `export`."
Qual a diferença entre o sistema de módulos CommonJS e o ES Modules?,"CommonJS é síncrono, enquanto ES Modules são assíncronos. ES Modules permitem análise estática para otimizações. CommonJS usa `require()` e `module.exports`, enquanto ES Modules usam `import` e `export`."
O que é o escopo léxico em JavaScript?,Significa que o escopo de uma variável é determinado pela sua posição no código fonte. Uma função interna tem acesso às variáveis declaradas em seu escopo local e nos escopos das funções externas que a envolvem.
O que é um closure com um loop em JavaScript?,"Um erro comum é criar closures dentro de loops, onde cada closure compartilha a mesma variável de contador do loop. Isso pode levar a resultados inesperados. Para corrigir isso, pode-se usar uma IIFE ou `let` (que cria um novo escopo para cada iteração do loop)."
Como você cria um generator em JavaScript?,Usando a palavra-chave `function*`.
O que é a palavra-chave `yield` em JavaScript?,É usada dentro de um generator para pausar a execução e retornar um valor.
Como você itera sobre os valores de um generator em JavaScript?,Usando um loop `for...of` ou chamando o método `next()` do generator.
O que é programação funcional em JavaScript?,"É um paradigma de programação que enfatiza o uso de funções puras, imutabilidade e evitar efeitos colaterais."
O que é uma função pura em JavaScript?,É uma função que sempre retorna o mesmo resultado para as mesmas entradas e não tem efeitos colaterais (não modifica o estado externo).
O que é imutabilidade em programação funcional?,"É a prática de não modificar dados existentes. Em vez disso, cria-se novas cópias dos dados com as alterações desejadas."
O que é a composição de funções em JavaScript?,É o processo de combinar duas ou mais funções para criar uma nova função.
O que é memorização em JavaScript?,É uma técnica de otimização que armazena em cache os resultados de chamadas de função caras e retorna o resultado em cache quando as mesmas entradas ocorrem novamente.
O que é um promise all?,"O `Promise.all()` recebe um array de Promises como entrada, e retorna uma única Promise que resolve para um array de valores das Promises de entrada que foram resolvidas. Se qualquer uma das Promises de entrada for rejeitada, a Promise retornada por `Promise.all()` será imediatamente rejeitada com o motivo da primeira Promise a ser rejeitada."
Qual a diferença entre `Array.prototype.forEach()` e `Array.prototype.map()`?,"`forEach()` itera sobre os elementos de um array e executa uma função para cada elemento, mas não retorna um novo array. `map()` itera sobre os elementos de um array, aplica uma função a cada elemento e retorna um novo array com os resultados."
O que é desestruturação em JavaScript (destructuring)?,É uma expressão JavaScript que possibilita descompactar valores de arrays ou propriedades de objetos em variáveis distintas.
Como você usa a desestruturação em JavaScript com arrays?,"`const [a, b] = [1, 2]; // a = 1, b = 2`"
Como você usa a desestruturação em JavaScript com objetos?,"`const { name, age } = { name: 'João', age: 30 }; // name = 'João', age = 30`"
Como você usa a desestruturação com valores padrão em JavaScript?,"`const { x = 0, y = 0 } = { y: 5 }; // x = 0, y = 5`"
O que é um set em JavaScript?,É uma coleção de valores únicos. Um valor pode ocorrer apenas uma vez em um Set.
O que é um map em JavaScript?,"É uma coleção de pares chave-valor, onde tanto as chaves quanto os valores podem ser de qualquer tipo de dado."
Qual a diferença entre um objeto e um map em JavaScript?,"As chaves de um objeto devem ser strings ou símbolos, enquanto as chaves de um map podem ser de qualquer tipo de dado. Um map mantém a ordem de inserção das chaves, enquanto a ordem das propriedades de um objeto não é garantida."
O que é uma WeakMap em JavaScript?,"É um tipo especial de Map onde as chaves são objetos e as referências para esses objetos são mantidas de forma ""fraca"". Isso significa que se não houver outras referências para o objeto chave, o objeto pode ser coletado pelo coletor de lixo (garbage collector)."
O que é uma WeakSet em JavaScript?,"É semelhante a um WeakMap, mas armazena coleções de objetos (não valores)."
Qual a utilidade de WeakMap e WeakSet?,São úteis para associar dados a objetos sem impedir que esses objetos sejam coletados pelo coletor de lixo. Isso é especialmente útil em cenários onde você precisa armazenar informações adicionais sobre objetos gerenciados por outras partes do seu código.
Qual a diferença entre `||` (operador OR) e `??` (nullish coalescing operator) em JavaScript?,"`||` retorna o operando do lado direito se o operando do lado esquerdo for ""falsy"" (ex: `0`, `""""`, `false`, `null`, `undefined`, `NaN`), enquanto `??` retorna o operando do lado direito apenas se o operando do lado esquerdo for `null` ou `undefined`."
O que é o operador de encadeamento opcional `?.` (optional chaining operator) em JavaScript?,"Permite acessar propriedades de um objeto, mesmo que uma propriedade intermediária na cadeia seja `null` ou `undefined`, sem lançar um erro. Retorna `undefined` nesses casos."
O que são tags template em JavaScript?,Permitem que você use uma função para analisar template literals. A função recebe o template literal como um array de strings e as expressões interpoladas como argumentos separados.
Qual a diferença entre `Object.freeze()` e `Object.seal()`?,"`Object.freeze()` torna o objeto completamente imutável (não é possível adicionar, remover ou modificar propriedades), enquanto `Object.seal()` impede a adição ou remoção de propriedades, mas permite a modificação de propriedades existentes."
O que são Proxies em JavaScript?,"Proxies permitem interceptar e personalizar operações fundamentais em objetos (ex: leitura de propriedades, escrita de propriedades, construção de objetos)."
Quais são alguns usos para Proxies?,"Validação de propriedades, registro de acesso a propriedades, virtualização de objetos, etc."
O que é Reflection em JavaScript?,Reflection é um conjunto de APIs que fornecem métodos para interceptar e modificar operações internas da linguagem. Os métodos em `Reflect` correspondem aos operadores da linguagem (ex: `Reflect.get()` corresponde ao operador `.` para acesso a propriedades).
Qual a relação entre Proxies e Reflection?,"Proxies usam Reflection para delegar operações para o objeto alvo.  Um handler de Proxy pode interceptar uma operação e, em seguida, usar um método de `Reflect` para realizar a operação original no objeto alvo."
O que é a API Fetch em JavaScript?,É uma interface para buscar recursos de rede de forma assíncrona. É uma alternativa mais moderna e flexível ao `XMLHttpRequest`.
O que é CORS (Cross-Origin Resource Sharing)?,É um mecanismo que permite ou restringe requisições HTTP entre diferentes origens (domínios). É uma medida de segurança implementada pelos navegadores.
Como declarar uma variável em JavaScript usando a palavra-chave `const`?,"`const minhaVariavel = ""valor"";`  A palavra-chave `const` declara uma variável cujo valor não pode ser reatribuído após a inicialização.

**3.**"
O que é coerção de tipo (type coercion) em JavaScript?,"É a conversão automática de um tipo de dado para outro durante uma operação. Por exemplo, ao somar uma string com um número, JavaScript pode tentar converter a string em um número.

**4.**"
Como verificar se um valor é um array em JavaScript?,"Use `Array.isArray(meuValor)`. Retorna `true` se `meuValor` for um array e `false` caso contrário.

**6.**"
Como converter uma string em um número em JavaScript?,"Use `parseInt(minhaString)` (para inteiros) ou `parseFloat(minhaString)` (para números de ponto flutuante).

**9.**"
O que são template literals (template strings) em JavaScript?,"São strings delimitadas por crases (``), que permitem a interpolação de expressões JavaScript usando `${}`.

**10.**"
Como acessar uma propriedade de um objeto em JavaScript?,"Use a notação de ponto ( `meuObjeto.chave1` ) ou a notação de colchetes ( `meuObjeto[""chave1""]` ).

**12.**"
O que é o método `shift()` em arrays?,"Remove o primeiro elemento de um array e o retorna.

**18.**"
O que é o método `unshift()` em arrays?,"Adiciona um ou mais elementos ao início de um array e retorna o novo comprimento do array.

**19.**"
Como clonar um array em JavaScript?,"Use o operador spread: `const novoArray = [...arrayOriginal];` ou o método `slice()`: `const novoArray = arrayOriginal.slice();`

**20.**"
Qual a diferença entre `let` e `var` em JavaScript?,"`var` tem escopo de função ou global, enquanto `let` tem escopo de bloco. `let` também não permite redeclaração dentro do mesmo escopo.

**23.**"
Como criar uma função em JavaScript?,"Use a palavra-chave `function`: `function minhaFuncao(parametro) { // código }` ou a sintaxe de arrow function: `const minhaFuncao = (parametro) => { // código }`.

**25.**"
