Pergunta,Resposta
O que é um service worker em JavaScript?,"Um service worker é um script JavaScript que roda em segundo plano, separado da página web, e atua como um proxy entre a página web e a rede. Ele permite implementar funcionalidades como cache offline, notificações push e sincronização em segundo plano."
Como você registra um service worker em JavaScript?,Você pode usar o método `navigator.serviceWorker.register()` para registrar um service worker. O método recebe o URL do script do service worker como argumento.
"O que é o conceito de ""event loop"" em JavaScript?","O event loop é um mecanismo que permite ao JavaScript lidar com operações assíncronas de forma não bloqueante. Ele monitora a pilha de chamadas e a fila de callbacks. Quando a pilha de chamadas está vazia, o event loop move o primeiro callback da fila para a pilha, permitindo que ele seja executado."
"O que é o objeto global em JavaScript (window no navegador, global no Node.js)?","O objeto global é um objeto que existe em todos os escopos em JavaScript. No navegador, o objeto global é a janela (`window`). No Node.js, o objeto global é chamado `global`. Ele contém propriedades e métodos que estão disponíveis globalmente, como `setTimeout()`, `console.log()` e `parseInt()`."
O que é a diferença entre `null` e `object` quando typeof é aplicado?,"`typeof null` retorna ""object"", que é um bug histórico no JavaScript. Na verdade, `null` é um tipo primitivo. `typeof` retorna ""object"" para qualquer objeto, incluindo objetos criados com a sintaxe literal de objeto ou instâncias de classes."
"Explique o conceito de ""Shallow Copy"" (Cópia Superficial) em JavaScript.","Uma cópia superficial cria um novo objeto, mas não copia recursivamente os objetos aninhados. Em vez disso, ela copia as referências aos objetos aninhados do objeto original para o novo objeto. Portanto, se você modificar um objeto aninhado no novo objeto, a mudança também será refletida no objeto original."
"Explique o conceito de ""Deep Copy"" (Cópia Profunda) em JavaScript.",Uma cópia profunda cria um novo objeto e copia recursivamente todos os objetos aninhados do objeto original para o novo objeto. Isso significa que o novo objeto é completamente independente do objeto original e as modificações em um não afetam o outro.
Como você pode verificar se um objeto possui uma determinada propriedade em JavaScript?,Você pode usar o método `hasOwnProperty()` do objeto para verificar se ele possui uma determinada propriedade diretamente (não herdada da cadeia de protótipos). Também pode usar o operador `in` para verificar se a propriedade existe no objeto ou em sua cadeia de protótipos.
Como você cria uma expressão regular em JavaScript?,"Você pode criar uma expressão regular usando a sintaxe literal (entre barras `/`) ou usando o construtor `RegExp()`. Por exemplo: `/padrão/` ou `new RegExp(""padrão"")`."
Quais são os principais métodos para usar expressões regulares em JavaScript?,"Os principais métodos são: `test()` (verifica se uma string corresponde ao padrão), `exec()` (executa uma pesquisa por uma correspondência e retorna informações sobre a correspondência), `match()` (retorna um array com as correspondências) e `replace()` (substitui as correspondências por outra string)."
O que são os quantificadores em expressões regulares?,"Quantificadores especificam quantas vezes um determinado elemento deve ocorrer para que uma correspondência seja encontrada. Exemplos: `*` (zero ou mais vezes), `+` (uma ou mais vezes), `?` (zero ou uma vez), `{n}` (exatamente n vezes), `{n,}` (pelo menos n vezes), `{n,m}` (entre n e m vezes)."
O que são classes de caracteres em expressões regulares?,"Classes de caracteres representam um conjunto de caracteres que podem corresponder a um determinado ponto em uma string. Exemplos: `.` (qualquer caractere, exceto nova linha), `\d` (dígito), `\w` (caractere de palavra), `\s` (espaço em branco), `[abc]` (qualquer um dos caracteres a, b ou c)."
O que são grupos de captura em expressões regulares?,"Grupos de captura são partes de uma expressão regular que são colocadas entre parênteses `()`. Eles permitem capturar as partes da string que correspondem a esses grupos, para que possam ser acessadas posteriormente."
O que são lookarounds (positive e negative lookahead/lookbehind) em expressões regulares?,"Lookarounds são asserções que permitem verificar se um determinado padrão está presente antes ou depois de outro padrão, sem incluir o padrão verificado no resultado da correspondência. Lookahead verifica à frente, lookbehind verifica para trás. Positive lookaround requer que o padrão esteja presente, negative lookaround requer que o padrão *não* esteja presente."
Como você usa modificadores (flags) em expressões regulares em JavaScript?,"Modificadores (flags) alteram o comportamento de uma expressão regular. Os modificadores mais comuns são: `i` (ignora a diferenciação entre maiúsculas e minúsculas), `g` (encontra todas as correspondências, não apenas a primeira) e `m` (permite correspondências em várias linhas)."
O que é o método `padStart()` e `padEnd()` em JavaScript?,"`padStart()` e `padEnd()` são métodos de string que preenchem uma string com outro string (repetidamente, se necessário) para que a string resultante atinja um determinado comprimento. `padStart()` preenche do início da string, enquanto `padEnd()` preenche do final."
O que é o operador de coalescência nula (`??`) em JavaScript?,"O operador de coalescência nula (`??`) retorna o operando do lado direito quando o operando do lado esquerdo é `null` ou `undefined`. Caso contrário, ele retorna o operando do lado esquerdo. Ele é usado para fornecer um valor padrão para uma variável que pode ser nula ou indefinida."
O que é o operador de encadeamento opcional (`?.`) em JavaScript?,"O operador de encadeamento opcional (`?.`) permite acessar propriedades de objetos aninhados sem ter que verificar explicitamente se cada nível do objeto existe. Se um nível do objeto for `null` ou `undefined`, o operador retorna `undefined` em vez de lançar um erro."
O que é o conceito de Imutabilidade em JavaScript e como ele é importante?,"Imutabilidade significa que, uma vez que um objeto é criado, seu estado (suas propriedades) não pode ser alterado.  É importante porque simplifica o rastreamento de mudanças, previne efeitos colaterais inesperados e facilita a implementação de otimizações."
Como você pode criar objetos imutáveis em JavaScript?,"Você pode criar objetos imutáveis usando `Object.freeze()`, que impede que novas propriedades sejam adicionadas e que as propriedades existentes sejam modificadas ou removidas. No entanto, `Object.freeze()` faz apenas uma cópia superficial. Para imutabilidade profunda, você precisaria usar bibliotecas ou técnicas de cópia profunda e `Object.freeze()` recursivamente."
O que são iterators e iterables em JavaScript?,"Um iterable é um objeto que define como seus elementos podem ser iterados (percorridos). Ele deve ter um método `Symbol.iterator` que retorna um objeto iterator. Um iterator é um objeto que define como acessar os elementos de um iterable, um por um. Ele deve ter um método `next()` que retorna um objeto com as propriedades `value` (o próximo elemento) e `done` (um booleano indicando se a iteração está completa)."
Como você cria um iterator personalizado em JavaScript?,Você cria um objeto com um método `Symbol.iterator` que retorna um objeto com um método `next()`. O método `next()` deve retornar um objeto com as propriedades `value` e `done`.
O que é uma coleção em JavaScript?,"Uma coleção é um tipo de dado que armazena um conjunto de dados.  Exemplos incluem arrays, objetos, Sets e Maps. Cada tipo de coleção tem suas próprias características em termos de como os dados são armazenados e acessados."
Qual a diferença entre um Array e um Set em JavaScript?,"Um Array é uma lista ordenada de valores, que podem ser duplicados. Um Set é uma coleção de valores únicos, sem uma ordem específica. Sets oferecem performance melhor para verificar se um elemento já existe na coleção."
Qual a diferença entre um Objeto e um Map em JavaScript?,"Ambos Objeto e Map armazenam pares chave-valor, mas"
"O que é o ""hoisting"" em JavaScript e como ele afeta as variáveis declaradas com `var`, `let` e `const`?","Hoisting é o comportamento do JavaScript de mover declarações de variáveis e funções para o topo do seu escopo antes da execução do código. Variáveis declaradas com `var` são hoisted e inicializadas com `undefined`. Variáveis declaradas com `let` e `const` são hoisted, mas não são inicializadas (ficam em um ""temporal dead zone"") até que a declaração seja alcançada no código, resultando em um erro se forem acessadas antes."
"O que é uma ""closure"" em JavaScript?","Uma closure é a combinação de uma função e o ambiente léxico no qual essa função foi declarada. Em outras palavras, uma closure permite que uma função interna acesse variáveis do escopo de uma função externa, mesmo após a função externa ter terminado sua execução."
"Explique o conceito de ""currying"" em JavaScript.","Currying é uma técnica em JavaScript (e em programação funcional em geral) que transforma uma função que recebe múltiplos argumentos em uma sequência de funções, onde cada função recebe um único argumento. Cada função retorna a próxima função na sequência até que todos os argumentos sejam fornecidos, momento em que a função original é executada."
"O que são ""template literals"" e quais são suas vantagens?","Template literals são strings literais delimitadas por acentos graves (``). Eles permitem a interpolação de expressões JavaScript e strings multi-linha, tornando o código mais legível e conciso. A interpolação é feita usando `${expressão}`."
Descreva o que é o objeto `arguments` em JavaScript.,"`arguments` é um objeto array-like (não é um array real) disponível dentro de todas as funções não-arrow, contendo os argumentos passados para a função. Pode ser acessado por índice (arguments[0], arguments[1], etc.) e possui uma propriedade `length`."
"O que é ""event bubbling"" e ""event capturing"" no DOM?","Event bubbling é o processo em que um evento disparado em um elemento DOM se propaga para cima na árvore DOM, acionando os manipuladores de eventos dos elementos pai. Event capturing é o processo inverso, onde o evento é capturado pelo elemento mais externo antes de chegar ao elemento alvo."
"O que é a ""temporal dead zone"" em JavaScript?","A ""temporal dead zone"" (TDZ) é a área no código onde uma variável declarada com `let` ou `const` existe, mas não pode ser acessada antes de sua declaração ser alcançada no código. Acessar a variável na TDZ resulta em um `ReferenceError`."
Explique o uso do operador `void` em JavaScript.,O operador `void` avalia uma expressão e retorna `undefined`. É frequentemente usado para evitar que o navegador siga um link `javascript:` ou para suprimir o valor de retorno de uma função.
"O que é ""strict mode"" em JavaScript e como ativá-lo?","""Strict mode"" é um modo restrito de execução do JavaScript que impõe regras mais rígidas, ajuda a evitar erros comuns e torna o código mais otimizado. É ativado adicionando `""use strict"";` no início de um script ou função."
Como funciona o garbage collection em JavaScript?,"O garbage collection em JavaScript é um processo automático que libera a memória alocada para objetos que não são mais referenciados. O motor JavaScript rastreia objetos e, quando um objeto não é mais acessível a partir da raiz (por exemplo, variáveis globais), ele é marcado para coleta de lixo e sua memória é liberada."
"O que são ""proxies"" em JavaScript?","Proxies permitem interceptar e personalizar operações fundamentais em objetos, como leitura, escrita, enumeração e chamadas de função. Eles são criados usando o construtor `Proxy` e um manipulador (handler) que define o comportamento das operações interceptadas."
Descreva o propósito e o uso do método `Object.freeze()` em JavaScript.,`Object.freeze()` impede que novas propriedades sejam adicionadas a um objeto e impede que as propriedades existentes sejam removidas ou alteradas. O objeto congelado torna-se imutável.
Explique a diferença entre as funções `map()` e `forEach()` em arrays.,"`map()` cria um novo array com os resultados da chamada de uma função fornecida em cada elemento do array original. `forEach()` executa uma função fornecida uma vez para cada elemento do array, mas não retorna um novo array."
"O que são ""generators"" em JavaScript e como eles funcionam?","Generators são funções que podem ser pausadas e retomadas, permitindo que produzam múltiplos valores ao longo do tempo. São definidas usando a sintaxe `function*` e usam a palavra-chave `yield` para retornar um valor e pausar a execução."
"Qual a diferença entre `apply()`, `call()` e `bind()` em JavaScript?","`apply()` e `call()` são usados para invocar uma função com um determinado valor `this` e argumentos. `apply()` recebe os argumentos como um array, enquanto `call()` recebe os argumentos individualmente. `bind()` cria uma nova função com o valor `this` especificado, mas não invoca a função imediatamente."
"O que é um ""promise"" em JavaScript e como ele resolve o problema do ""callback hell""?","Um promise é um objeto que representa o resultado eventual de uma operação assíncrona. Ele pode estar em um dos três estados: pendente, cumprido (resolved) ou rejeitado (rejected). Promises ajudam a evitar o ""callback hell"" encadeando operações assíncronas usando `.then()` e `.catch()`."
Explique o uso de `async` e `await` em JavaScript.,"`async` e `await` são palavras-chave que simplificam o trabalho com promises. `async` declara uma função como assíncrona, permitindo que use `await` dentro dela. `await` pausa a execução da função até que a promise seja resolvida ou rejeitada, retornando o valor resolvido ou lançando o erro rejeitado."
"O que são ""modules"" em JavaScript (ES Modules)?",ES Modules são a forma padrão de modularizar o código JavaScript. Eles permitem dividir o código em arquivos separados (módulos) e importar/exportar funcionalidades entre eles usando `import` e `export`.
Descreva o uso do método `reduce()` em arrays.,`reduce()` aplica uma função a um acumulador e a cada elemento de um array (da esquerda para a direita) para reduzi-lo a um único valor.
"O que é ""debounce"" e ""throttle"" e quando devemos usá-los?","Debounce e throttle são técnicas para limitar a taxa de execução de uma função, geralmente em resposta a eventos frequentes como rolagem ou redimensionamento. Debounce atrasa a execução da função até que um certo período de inatividade tenha passado. Throttle executa a função no máximo uma vez a cada certo período de tempo."
Como funciona o operador `??` (nullish coalescing operator) em JavaScript?,"O operador `??` retorna o operando do lado direito quando o operando do lado esquerdo é `null` ou `undefined`. Caso contrário, retorna o operando do lado esquerdo. É diferente do `||` (operador OR lógico) que retorna o operando do lado direito se o operando do lado esquerdo for ""falsy"" (por exemplo, `0`, `""""`, `false`)."
"O que são ""weak references"" (WeakMap e WeakSet) e qual a sua utilidade?","WeakMap e WeakSet são coleções que mantêm referências ""fracas"" aos seus objetos. Isso significa que, se não houver outras referências a um objeto armazenado em um WeakMap ou WeakSet, o garbage collector pode liberar a memória do objeto, e a entrada no WeakMap/WeakSet será automaticamente removida. São úteis para associar dados a objetos DOM sem impedir que eles sejam coletados pelo garbage collector."
"O que é ""Tail Call Optimization"" (TCO) e como o JavaScript lida com isso?","Tail Call Optimization (TCO) é uma otimização que permite que uma chamada de função no final de outra função (uma ""tail call"") seja executada sem adicionar um novo quadro à pilha de chamadas. Isso evita o estouro da pilha em chamadas recursivas. O JavaScript moderno geralmente não implementa TCO de forma confiável."
Descreva como funciona o método `Object.create()` em JavaScript.,`Object.create()` cria um novo objeto com o objeto especificado como seu protótipo. Isso permite criar uma cadeia de protótipos e implementar herança prototípica.
"O que são ""symbols"" em JavaScript e quais são seus casos de uso?",Symbols são um tipo de dado primitivo introduzido no ES6 que representam um identificador único e imutável. São frequentemente usados para adicionar propriedades privadas a objetos ou para evitar conflitos de nomes em propriedades de objetos.
Qual a diferença entre `Array.isArray()` e `instanceof Array` em JavaScript?,"`Array.isArray()` verifica se um valor é um array de forma mais precisa do que `instanceof Array`. `instanceof Array` pode falhar em alguns casos, especialmente quando lidando com arrays de diferentes contextos (por exemplo, diferentes frames em um navegador)."
"O que é ""destructuring"" em JavaScript?",Destructuring é uma expressão JavaScript que permite extrair valores de objetos ou arrays e atribuí-los a variáveis de forma concisa.
Como funciona o operador spread (`...`) em JavaScript?,"O operador spread (`...`) pode ser usado para expandir um iterável (como um array ou string) em elementos individuais. Ele é usado em diversos contextos, como passar argumentos para funções, criar cópias de arrays e objetos, e juntar arrays."
"O que é um ""iterator"" e um ""iterable"" em JavaScript?","Um ""iterable"" é um objeto que pode ser iterado, ou seja, seus elementos podem ser acessados sequencialmente (ex: Arrays, Strings, Maps, Sets). Um ""iterator"" é um objeto que define uma sequência e, ao ser chamado repetidamente (através do método `next()`), retorna um objeto com duas propriedades: `value` (o próximo valor da sequência) e `done` (um booleano indicando se a sequência terminou)."
"Explique o conceito de ""hoisting"" para funções em JavaScript.","Funções declaradas usando a sintaxe `function declaration` são hoisted, o que significa que elas podem ser chamadas antes de serem declaradas no código. Funções declaradas usando `function expression` (ex: `const myFunction = function() {}`) são hoisted como variáveis, e portanto, não podem ser chamadas antes da declaração."
"O que é um ""Map"" e como ele se diferencia de um objeto literal em JavaScript?","Um `Map` é uma coleção de pares chave-valor, onde tanto as chaves quanto os valores podem ser de qualquer tipo de dado (incluindo objetos). Diferente de objetos literais, as chaves em um `Map` podem ser de qualquer tipo de dado, e a ordem de inserção das chaves é preservada."
"O que é um ""Set"" em JavaScript?",Um `Set` é uma coleção de valores únicos. Isso significa que um `Set` nunca conterá valores duplicados.
Como funciona o método `Object.assign()` em JavaScript?,`Object.assign()` copia os valores de todas as propriedades enumeráveis próprias de um ou mais objetos de origem para um objeto de destino. Ele retorna o objeto de destino. É usado para copiar propriedades de um objeto para outro.
"O que é um ""regex"" (regular expression) em JavaScript e como ele é usado?","Uma regex (regular expression) é um padrão para combinar sequências de caracteres em strings. Elas são usadas para buscar, substituir e validar texto."
"O que são ""event listeners"" em JavaScript e como eles são usados?","Event listeners são funções que ""escutam"" eventos específicos que ocorrem em elementos HTML (ex: click, mouseover, etc.). Quando o evento ocorre, o event listener é executado."
Descreva o uso do método `preventDefault()` em JavaScript.,"`preventDefault()` impede o comportamento padrão de um evento. Por exemplo, em um formulário, impede o envio padrão; em um link, impede a navegação para outra página."
Como funciona o método `stopPropagation()` em JavaScript?,`stopPropagation()` impede que um evento se propague para os elementos pais na árvore DOM (evita o bubbling).
"O que é ""DOM traversal"" em JavaScript?","DOM traversal é o processo de navegar pela estrutura do DOM (Document Object Model) para encontrar, acessar ou manipular elementos HTML."
Explique como usar `querySelector()` e `querySelectorAll()` em JavaScript.,"`querySelector()` retorna o primeiro elemento dentro do documento que corresponde ao seletor CSS especificado. `querySelectorAll()` retorna todos os elementos dentro do documento que correspondem ao seletor CSS especificado, como um NodeList."
O que é o objeto `window` em JavaScript?,"O objeto `window` representa a janela do navegador. É o objeto global em ambientes de navegador e contém propriedades e métodos para interagir com a janela, como `window.alert()`, `window.document`, `window.location`, etc."
Como funciona o método `setTimeout()` em JavaScript?,`setTimeout()` executa uma função ou trecho de código após um determinado atraso (em milissegundos).
O que é o método `setInterval()` em JavaScript?,"`setInterval()` executa uma função ou trecho de código repetidamente, em intervalos de tempo especificados (em milissegundos)."
Descreva o uso de `JSON.stringify()` e `JSON.parse()` em JavaScript.,`JSON.stringify()` converte um objeto JavaScript em uma string JSON. `JSON.parse()` converte uma string JSON de volta em um objeto JavaScript.
"O que é ""localStorage"" e ""sessionStorage"" em JavaScript?","`localStorage` e `sessionStorage` são APIs de armazenamento web que permitem armazenar dados no navegador do usuário. `localStorage` armazena dados permanentemente (a menos que sejam explicitamente removidos), enquanto `sessionStorage` armazena dados apenas durante a sessão do navegador."
"Explique o conceito de ""AJAX"" em JavaScript.","AJAX (Asynchronous JavaScript and XML) é uma técnica que permite que páginas web atualizem conteúdo de forma assíncrona, sem precisar recarregar a página inteira."
"O que é ""CORS"" (Cross-Origin Resource Sharing) e como ele afeta as requisições AJAX?",CORS (Cross-Origin Resource Sharing) é um mecanismo de segurança que restringe requisições HTTP de um script que é executado em uma origem para um recurso em uma origem diferente. É usado para prevenir ataques de cross-site scripting (XSS).
O que é a API `Fetch` em JavaScript e como ela é usada?,A API `Fetch` fornece uma interface para buscar recursos através da rede. Ela retorna um `Promise` que resolve para a resposta da requisição.
"Qual a diferença entre ""call stack"" e ""event loop"" em JavaScript?","A ""call stack"" é uma estrutura de dados que rastreia a execução de funções no JavaScript. O ""event loop"" é um mecanismo que monitora a call stack e a fila de eventos (event queue). Quando a call stack está vazia, o event loop pega o próximo evento da fila de eventos e o coloca na call stack para ser executado."
"O que é ""callback hell"" e como ele pode ser evitado usando promises e async/await?","""Callback hell"" é um padrão de código onde callbacks aninhados tornam o código difícil de ler e manter. Promises e async/await simplificam o tratamento de operações assíncronas e ajudam a evitar o callback hell."
"Explique o conceito de ""prototypal inheritance"" em JavaScript.","Prototypal inheritance é um mecanismo em JavaScript onde objetos herdam propriedades e métodos de outros objetos através de seus protótipos. Cada objeto tem um protótipo, e a cadeia de protótipos é percorrida para encontrar propriedades e métodos."
"O que são ""classes"" em JavaScript (ES6)?","Classes em JavaScript (introduzidas no ES6) são uma forma de sintaxe para criar objetos e implementar herança prototípica. Elas são, na verdade, ""syntactic sugar"" sobre a herança prototípica existente, tornando-a mais fácil de usar."
O que é o operador `super` em JavaScript (dentro de classes)?,O operador `super` é usado dentro de classes para chamar o construtor da classe pai ou para acessar métodos da classe pai.
"Explique o que é ""shadow DOM"".","Shadow DOM é uma tecnologia que permite encapsular o CSS e JavaScript de um componente web, isolando-o do resto da página. Isso evita conflitos de estilo e script."
"O que são ""Custom Elements"" em JavaScript?","Custom Elements permitem que você crie seus próprios elementos HTML personalizados, estendendo a funcionalidade do HTML padrão."
Descreva como funciona o método `Array.from()` em JavaScript.,`Array.from()` cria um novo array a partir de um objeto array-like ou iterable.
"O que são ""tagged templates"" em JavaScript?","Tagged templates são uma forma de usar template literals com uma função ""tag"" que processa o template literal antes de retornar a string final. A função tag recebe o array de strings literais e os valores interpolados como argumentos."
Como você pode verificar se um objeto tem uma propriedade específica em JavaScript?,"Você pode usar os operadores `in` ou `hasOwnProperty()` para verificar se um objeto tem uma propriedade específica. `in` verifica se a propriedade existe no objeto ou em sua cadeia de protótipos, enquanto `hasOwnProperty()` verifica apenas se a propriedade existe diretamente no objeto, sem olhar para a cadeia de protótipos."
"O que é ""memoization"" em JavaScript e como ela é usada?","Memoization é uma técnica de otimização que armazena em cache os resultados de chamadas de função caras para que, quando a mesma entrada ocorrer novamente, o resultado possa ser retornado do cache em vez de ser recalculado."
"O que é ""code splitting"" e por que é importante?","Code splitting é a prática de dividir o código de um aplicativo em vários pacotes menores que podem ser carregados sob demanda. Isso pode melhorar significativamente o desempenho do carregamento inicial, pois o navegador precisa baixar e analisar menos código no início."
"O que é ""tree shaking"" e como ele funciona?",Tree shaking é uma técnica de otimização que remove o código não utilizado de um pacote JavaScript durante o processo de construção. Ele analisa o código para determinar quais funções e variáveis são realmente usadas e descarta o resto.
"Explique o conceito de ""functional programming"" em JavaScript.","Programação funcional é um paradigma de programação que trata a computação como a avaliação de funções matemáticas e evita a mudança de estado e dados mutáveis. Funções são tratadas como cidadãos de primeira classe, podendo ser passadas como argumentos para outras funções e retornadas como valores."
"O que são ""pure functions"" em JavaScript?","Uma ""pure function"" é uma função que sempre retorna o mesmo resultado para as mesmas entradas, e não tem efeitos colaterais (não modifica variáveis fora de seu escopo)."
"O que são ""higher-order functions"" em JavaScript?","""Higher-order functions"" são funções que recebem outras funções como argumentos ou retornam outras funções como resultados."
"O que é ""immutability"" em JavaScript e por que é importante?","Immutability significa que, depois de criado, o estado de um objeto não pode ser alterado. Isso ajuda a evitar efeitos colaterais indesejados e torna o código mais fácil de entender e depurar."
Quais são algumas maneiras de criar objetos imutáveis em JavaScript?,"Você pode usar `Object.freeze()`, a biblioteca Immutable.js, ou abordagens funcionais como `map`, `filter` e `reduce` para criar novas cópias de objetos com as modificações desejadas."
"O que é ""recursion"" em JavaScript?",Recursion é uma técnica de programação onde uma função chama a si mesma para resolver um problema.
Qual é o risco de usar recursão sem um caso base adequado?,"Se uma função recursiva não tiver um caso base adequado para parar a recursão, ela continuará se chamando indefinidamente, levando a um estouro da pilha (stack overflow)."
Como você pode debugar o código JavaScript no navegador?,"A maioria dos navegadores modernos possui ferramentas de desenvolvedor (geralmente acessadas pressionando F12) que permitem definir breakpoints, inspecionar variáveis, examinar a pilha de chamadas e percorrer o código passo a passo."
"O que é o ""console"" em JavaScript e como ele é usado para depuração?","O objeto `console` fornece acesso ao console de depuração do navegador. Ele possui métodos como `console.log()`, `console.warn()`, `console.error()`, e `console.table()` para exibir informações e mensagens de erro durante a depuração."
"O que são ""breakpoints"" e como eles são usados na depuração de JavaScript?",Breakpoints são marcadores colocados no código que fazem com que a execução do programa pause quando atingidos. Isso permite que você inspecione o estado do programa em um ponto específico.
"O que é um ""try...catch"" block em JavaScript e como ele é usado para lidar com erros?","Um bloco `try...catch` é usado para lidar com exceções em JavaScript. O código dentro do bloco `try` é executado e, se uma exceção for lançada, o código dentro do bloco `catch` é executado."
"O que é um ""finally"" block em JavaScript e quando ele é executado?","Um bloco `finally` é executado sempre após o bloco `try` e o bloco `catch`, independentemente de uma exceção ter sido lançada ou não. É usado para realizar limpeza ou liberar recursos."
"O que é um ""throw"" statement em JavaScript e como ele é usado para lançar exceções?","Um statement `throw` é usado para lançar uma exceção em JavaScript. Você pode lançar qualquer valor como uma exceção, mas geralmente é recomendado lançar um objeto `Error`."
"O que são ""error objects"" em JavaScript e quais propriedades eles têm?","Objetos de erro em JavaScript são instâncias da classe `Error` ou de suas subclasses (ex: `TypeError`, `ReferenceError`). Eles geralmente têm propriedades como `name` (o tipo de erro), `message` (uma descrição do erro) e `stack` (o rastreamento da pilha de chamadas)."
"O que é o ""event loop"" e como ele lida com tarefas assíncronas?","O event loop é um ciclo infinito que monitora a call stack e a fila de eventos (event queue). Quando a call stack está vazia, o event loop move o próximo evento da fila de eventos para a call stack para ser executado. Isso permite que o JavaScript execute tarefas assíncronas sem bloquear a thread principal."
Como você pode lidar com erros em promises usando `.catch()`?,O método `.catch()` em promises é usado para lidar com erros que ocorrem durante a execução da promise. Ele recebe uma função como argumento que é executada se a promise for rejeitada.
Como você pode lidar com erros em funções `async/await` usando `try...catch`?,Você pode usar um bloco `try...catch` ao redor do código que usa `await` para capturar exceções lançadas por promises rejeitadas.
"O que é o ""this"" keyword em JavaScript e como ele se comporta em diferentes contextos?","A palavra-chave `this` se refere ao contexto de execução atual. Seu valor depende de como a função é chamada. Em um método de objeto, `this` se refere ao objeto. Em uma função global, `this` se refere ao objeto global (window no navegador, global no Node.js). O valor de `this` pode ser explicitamente definido usando `call`, `apply` ou `bind`."
"Como você pode vincular o valor de ""this"" em uma função usando `call()`, `apply()` e `bind()`?","`call()` e `apply()` invocam a função imediatamente com o valor `this` especificado e argumentos (passados individualmente para `call()` e como um array para `apply()`). `bind()` cria uma nova função com o valor `this` especificado, mas não invoca a função imediatamente."
"O que são ""arrow functions"" em JavaScript e como elas se diferenciam das funções regulares?",Arrow functions são uma sintaxe mais concisa para definir funções em JavaScript. Uma das principais diferenças é que arrow functions não têm seu próprio valor de `this`. Eles herdam o valor de `this` do contexto léxico circundante.
Como você pode criar um escopo privado para variáveis em JavaScript usando closures?,Você pode criar um escopo privado para variáveis em JavaScript envolvendo o código em uma função anônima auto-executável (IIFE - Immediately Invoked Function Expression). As variáveis dentro da função são acessíveis apenas dentro da função e de quaisquer closures criadas dentro dela.
"O que é ""IIFE"" (Immediately Invoked Function Expression) e qual é o seu uso?",IIFE (Immediately Invoked Function Expression) é uma função JavaScript que é executada assim que é definida. É usada para criar um escopo privado e evitar conflitos de nomes no escopo global.
"O que é um ""generator function"" e como ela pode ser usada para criar iteradores personalizados?","Uma ""generator function"" é uma função que pode ser pausada e retomada durante a execução. Ela usa a palavra-chave `yield` para retornar um valor e pausar a execução. Generators podem ser usados para criar iteradores personalizados que produzem uma sequência de valores sob demanda."
"O que é o ""event delegation"" e quais são seus benefícios?","Event delegation é uma técnica onde você adiciona um event listener a um elemento pai em vez de adicionar listeners individuais a cada um de seus filhos. Isso pode melhorar o desempenho, especialmente quando você tem muitos elementos filhos ou quando os elementos filhos são adicionados dinamicamente."
"O que são ""MutationObserver"" e como eles podem ser usados para monitorar mudanças no DOM?","MutationObserver é uma API que permite observar mudanças no DOM, como a adição ou remoção de elementos, a alteração de atributos ou o texto de um nó. Eles são usados para reagir a mudanças no DOM de forma assíncrona."
"O que é o ""requestAnimationFrame"" e como ele é usado para animações suaves no navegador?",`requestAnimationFrame` é uma API que solicita ao navegador que execute uma função antes do próximo repintar da tela. Isso permite que você crie animações suaves e sincronizadas com a taxa de atualização da tela.
"O que é ""Web Workers"" em JavaScript e como eles são usados para executar tarefas em segundo plano?","Web Workers permitem que você execute scripts JavaScript em threads em segundo plano, separados da thread principal do navegador. Isso evita que tarefas demoradas bloqueiem a interface do usuário."
"O que são ""Service Workers"" em JavaScript e como eles são usados para criar aplicativos web offline?","Service Workers são scripts que são executados em segundo plano e atuam como um proxy entre o navegador e a rede. Eles podem interceptar requisições de rede, armazenar em cache recursos e fornecer funcionalidades offline."
"O que é o ""Canvas API"" em JavaScript e como ele é usado para desenhar gráficos e imagens?",O Canvas API fornece uma interface para desenhar gráficos e imagens usando JavaScript. Ele permite que você crie gráficos vetoriais e rasterizados dinamicamente.
"O que é o ""SVG"" (Scalable Vector Graphics) e como ele é usado em JavaScript?",SVG (Scalable Vector Graphics) é um formato baseado em XML para descrever gráficos vetoriais. Você pode manipular elementos SVG usando JavaScript para criar gráficos dinâmicos e interativos.
"O que é o ""Web Audio API"" em JavaScript e como ele é usado para criar áudio interativo?","O Web Audio API fornece uma interface para manipular áudio em JavaScript. Ele permite que você crie efeitos sonoros, analise áudio e sintetize som."
"O que é o ""Geolocation API"" em JavaScript e como ele é usado para obter a localização do usuário?",O Geolocation API fornece uma interface para acessar a localização geográfica do usuário (com permissão do usuário).
"O que é a ""History API"" em JavaScript e como ela é usada para manipular o histórico do navegador?",A History API permite que você manipule o histórico do navegador sem recarregar a página. Isso é usado para criar aplicativos de página única (SPAs) com navegação fluida.
"O que é o ""Drag and Drop API"" em JavaScript e como ele é usado para criar interfaces de arrastar e soltar?",O Drag and Drop API fornece uma interface para criar interfaces de arrastar e soltar em JavaScript.
"O que é o ""Fullscreen API"" em JavaScript e como ele é usado para exibir elementos em tela cheia?",O Fullscreen API permite que você coloque um elemento em tela cheia.
"O que é o ""Clipboard API"" em JavaScript e como ele é usado para copiar e colar texto?",O Clipboard API fornece uma interface para acessar a área de transferência do sistema (com permissão do usuário) para copiar e colar texto e imagens.
