Pergunta,Resposta
O que é o método `Function.prototype.call()` em JavaScript?,`call()` invoca uma função com um determinado valor `this` e argumentos fornecidos individualmente.
O que é o método `Function.prototype.apply()` em JavaScript?,`apply()` invoca uma função com um determinado valor `this` e argumentos fornecidos como um array.
O que é o método `Function.prototype.bind()` em JavaScript?,"`bind()` cria uma nova função que, quando chamada, tem seu `this` definido para o valor fornecido."
O que são funções de ordem superior em JavaScript?,Funções de ordem superior são funções que recebem outras funções como argumentos ou retornam outras funções como resultados.
O que é o padrão módulo em JavaScript?,"O padrão módulo é um padrão de design usado para encapsular código JavaScript, criando um escopo privado e expondo apenas uma interface pública."
Como se define um generator em JavaScript?,Usando a palavra-chave `function*`.
O que é a palavra-chave `yield` em JavaScript?,`yield` é usada dentro de um generator para pausar a execução da função e retornar um valor.
Como se itera sobre os valores produzidos por um generator em JavaScript?,Usando um loop `for...of` ou chamando o método `next()` do objeto generator.
O que é o Symbol.iterator em JavaScript?,`Symbol.iterator` é um símbolo bem conhecido que define o método iterador padrão para um objeto.
O que é memoization em JavaScript?,Memoization é uma técnica de otimização que armazena em cache os resultados de chamadas de função caras e retorna o resultado armazenado em cache quando as mesmas entradas ocorrem novamente.
O que é recursão em JavaScript?,Recursão é uma técnica de programação onde uma função chama a si mesma.
Quais são os riscos de usar recursão em JavaScript?,"Se a recursão não tiver uma condição de parada adequada, pode levar a um estouro da pilha de chamadas (stack overflow)."
O que é tail call optimization (TCO) em JavaScript?,TCO é uma otimização que permite que uma chamada de função recursiva no final de outra função seja executada sem aumentar a pilha de chamadas.  (Suporte inconsistente em diferentes engines JavaScript)
O que são generators assíncronos em JavaScript?,"Generators assíncronos são uma combinação de generators e funções assíncronas, permitindo gerar valores de forma assíncrona."
Como se define um generator assíncrono em JavaScript?,Usando a sintaxe `async function*`.
O que é o operador de coalescência nula (nullish coalescing operator - `??`) em JavaScript?,"O operador de coalescência nula retorna o operando do lado direito quando o operando do lado esquerdo é `null` ou `undefined`, caso contrário, retorna o operando do lado esquerdo."
O que é o operador de encadeamento opcional (optional chaining operator - `?.`) em JavaScript?,O operador de encadeamento opcional permite acessar propriedades aninhadas de um objeto sem ter que verificar se cada nível da propriedade existe. Retorna `undefined` se uma propriedade no caminho for `null` ou `undefined`.
O que são BigInts em JavaScript?,BigInts são um tipo de dado que permite representar inteiros de tamanho arbitrário.
Como se cria um BigInt em JavaScript?,Adicionando o sufixo `n` a um literal numérico (ex: `123n`) ou usando a função `BigInt()`.
O que são Symbols em JavaScript?,Symbols são um tipo de dado primitivo que representa um identificador único e imutável.
Como se cria um Symbol em JavaScript?,Usando a função `Symbol()`.
O que são computed property names em JavaScript?,Computed property names permitem usar expressões para definir as chaves de propriedades de objetos.
O que são reflect methods em JavaScript?,Reflect methods são um conjunto de métodos que espelham as operações internas da linguagem JavaScript e fornecem um acesso mais controlado e flexível a essas operações.
O que são tags HTML suportadas pelo template literals?,Tags HTML não são inherentemente suportadas por template literals. Template literals são usados para interpolação de strings. Integração com HTML requer outras abordagens.
Como funciona a delegação de eventos em JavaScript?,Delegação de eventos é uma técnica que usa event bubbling para delegar o tratamento de eventos para um elemento pai em vez de anexar listeners a cada elemento filho individualmente.
"O que é a ""Same-Origin Policy"" em Javascript?","A Same-Origin Policy é uma restrição de segurança do navegador que impede que um script de uma origem acesse recursos de uma origem diferente, a menos que a origem de destino permita explicitamente."
Qual a diferença entre usar `String()` e `new String()` em Javascript?,`String()` converte o argumento em uma string primitiva. `new String()` cria um objeto `String`.
O que são IIFEs (Immediately Invoked Function Expressions) em Javascript?,IIFEs são funções que são executadas assim que são definidas. Elas criam um escopo privado para evitar conflitos de nomes e poluição do escopo global.
Como o garbage collector do Javascript funciona?,"O garbage collector identifica e remove automaticamente os objetos que não estão mais sendo usados pelo programa, liberando memória. Ele geralmente usa algoritmos como mark-and-sweep."
"O que é o ""event loop"" em Javascript e como ele funciona?","O event loop é um mecanismo que permite que o Javascript, que é single-threaded, lide com operações assíncronas. Ele continuamente verifica a fila de eventos e executa as callbacks quando a call stack está vazia."
O que são as vantagens de usar tipagem dinâmica no Javascript?,"Tipagem dinâmica permite maior flexibilidade e prototipagem rápida, já que os tipos não precisam ser declarados explicitamente."
O que são desvantagens de usar tipagem dinâmica no Javascript?,"Tipagem dinâmica pode levar a erros em tempo de execução, que seriam detectados em tempo de compilação em linguagens estaticamente tipadas."
Como você pode evitar problemas de escopo ao usar closures?,Use `let` ou `const` em vez de `var` dentro de loops para evitar capturar o valor final da variável do loop.
O que é a vantagem de usar funções puras em Javascript?,"Funções puras produzem os mesmos resultados para as mesmas entradas e não têm efeitos colaterais, tornando o código mais previsível e fácil de testar."
Como você pode melhorar a performance do seu código Javascript?,"Otimize loops, minimize manipulação do DOM, use memoization, evite vazamentos de memória e carregue scripts de forma assíncrona."
"O que significa dizer que o Javascript é uma linguagem ""single-threaded""?","Significa que o Javascript executa apenas uma operação por vez, em um único thread."
Qual a utilidade do operador `void` em Javascript?,O operador `void` avalia uma expressão e retorna `undefined`. É frequentemente usado para evitar que um link execute um comportamento padrão.
O que são side effects em Javascript?,Side effects são mudanças de estado ou interações com o mundo exterior que uma função faz além de simplesmente retornar um valor.
Como você pode prevenir a modificação acidental de objetos em Javascript?,Use `Object.freeze()` para tornar um objeto imutável.
O que são WeakReferences em Javascript?,WeakReferences permitem criar referências a objetos sem impedir que o garbage collector os colete. Útil para caches e observadores.
Como funciona a precedência de operadores em Javascript?,Precedência de operadores define a ordem em que os operadores são avaliados em uma expressão. Operadores com maior precedência são avaliados primeiro.
"O que é a associação ""this"" em Javascript?","""this"" se refere ao objeto que é o contexto de execução de uma função. Seu valor depende de como a função é chamada."
"Quais são as diferenças entre ""call"" e ""apply"" para invocar funções?","Ambos invocam uma função com um valor ""this"" especificado. ""call"" recebe os argumentos individualmente, enquanto ""apply"" recebe os argumentos como um array."
"O que é um ""polyfilled"" em Javascript?",Um polyfill é um pedaço de código (geralmente Javascript) que fornece a funcionalidade que você espera que o navegador forneça nativamente.
O que é um code smell em Javascript e dê um exemplo.,Um code smell é um sintoma na base de código que possivelmente indica um problema mais profundo. Um exemplo é uma função muito longa (God Function).
"O que são variaveis ""truthy"" e ""falsy"" em Javascript?","Valores ""truthy"" são valores que são avaliados como verdadeiros em um contexto booleano. Valores ""falsy"" são valores que são avaliados como falsos em um contexto booleano."
"Quais valores são considerados ""falsy"" em Javascript?","`false`, `0`, `-0`, `0n`, `""""`, `null`, `undefined`, e `NaN`."
O que são funções variádicas em Javascript?,Funções variádicas são funções que aceitam um número variável de argumentos.
Como você pode documentar seu código Javascript de forma eficaz?,"Use JSDoc para adicionar comentários formatados que descrevem funções, parâmetros, tipos de retorno e outras informações relevantes."
O que é o operador `delete` em Javascript e como usá-lo?,O operador `delete` remove uma propriedade de um objeto. Ele retorna `true` se a exclusão foi bem-sucedida e `false` se a propriedade não puder ser excluída.
Qual a diferença entre `localStorage` e `sessionStorage` no Javascript?,`localStorage` armazena dados permanentemente no navegador (a menos que explicitamente removidos). `sessionStorage` armazena dados apenas para a duração da sessão do navegador.
Como você pode detectar a presença de recursos do navegador usando Javascript?,Use detecção de recursos (feature detection) para verificar se um objeto ou método existe antes de usá-lo.
O que é a diferença entre `Object.assign()` e o operador spread (`...`) para copiar objetos?,"Ambos podem ser usados para copiar objetos, mas `Object.assign()` pode ter problemas com propriedades que são acessores. O operador spread geralmente oferece uma cópia mais profunda em certos casos."
"O que são ""event handlers inline"" em HTML e porque eles são geralmente desencorajados?","Event handlers inline são atributos HTML (ex: `<button onclick=""myFunction()"">`) que especificam o código Javascript a ser executado quando um evento ocorre. Eles são desencorajados porque misturam HTML e Javascript, tornando o código mais difícil de manter."
O que são Web Workers e para que servem?,"Web Workers permitem que você execute Javascript em um thread de background, sem afetar o desempenho da página principal. Útil para tarefas computacionalmente intensivas."
O que são Service Workers e qual a sua utilidade?,"Service Workers são scripts que rodam em background, separados da página web, e oferecem funcionalidades como push notifications, caching offline e sincronização de dados."
O que é uma race condition em JavaScript e como evitá-la?,Uma race condition ocorre quando a saída de um programa depende da ordem de execução de operações não determinísticas. Evite compartilhamento de estado e use mecanismos de sincronização como mutexes ou promises.
Como depurar problemas de memória em JavaScript?,"Use as ferramentas de desenvolvedor do navegador (Chrome DevTools, etc.) para monitorar o uso de memória, identificar vazamentos e analisar o heap."
O que são Content Security Policies (CSP) e como elas melhoram a segurança?,"CSPs são mecanismos de segurança que permitem que os desenvolvedores controlem os recursos que um navegador pode carregar para uma página, reduzindo o risco de ataques como XSS."
"O que é ""tree shaking"" e como funciona no contexto do Javascript?","Tree shaking é um processo de otimização que remove o código não utilizado de um pacote Javascript, reduzindo o tamanho do arquivo final."
Explique a diferença entre declaração e expressão de função em Javascript.,Uma declaração de função é hoisted e pode ser chamada antes de sua definição no código. Uma expressão de função não é hoisted e deve ser definida antes de ser chamada.
O que são Mixins em Javascript?,Mixins são classes ou objetos que contêm funcionalidades que podem ser reutilizadas em outras classes ou objetos sem herança. Permitem compor funcionalidades.
Descreva os diferentes métodos para herança em Javascript.,"Herança Prototipal, Herança Clássica (simulada com protótipos), Herança com Classes (ES6), entre outros."
O que é o operador `yield*` em Javascript?,`yield*` permite delegar a geração de valores para outro iterável ou generator dentro de um generator.
Como você pode usar a API Fetch para fazer requisições HTTP em Javascript?,A API Fetch fornece uma interface para buscar recursos da rede de forma assíncrona. Use `fetch()` para iniciar a requisição e `.then()` para lidar com a resposta.
Quais são as vantagens de usar `querySelector` em vez de `getElementById`?,"`querySelector` é mais flexível, permitindo selecionar elementos com base em seletores CSS complexos. `getElementById` é geralmente mais rápido, mas limitado a seletores por ID."
Como você pode manipular cookies usando Javascript?,"Você pode acessar e manipular cookies usando a propriedade `document.cookie`, mas existem APIs mais modernas para lidar com cookies de forma mais segura e fácil."
O que é o padrão Observer em Javascript e quando é útil?,"O padrão Observer define uma dependência um-para-muitos entre objetos, onde um objeto (o sujeito) notifica seus dependentes (os observadores) sobre qualquer mudança de estado. É útil para sistemas de eventos e notificações."
O que é a diferença entre JSONP e CORS?,"JSONP é uma técnica antiga para contornar a Same-Origin Policy, mas tem limitações de segurança e só suporta requisições GET. CORS é um mecanismo mais moderno e seguro que permite que o servidor controle quais origens podem acessar seus recursos."
"Como usar ""MutationObserver"" para monitorar mudanças no DOM em JavaScript?","MutationObserver é uma API que permite observar mudanças que ocorrem na árvore DOM. Você pode configurar o observer para monitorar atributos, texto, nós"
O que é hoisting em JavaScript e como afeta as variáveis e funções?,"Hoisting é o comportamento do JavaScript de mover as declarações de variáveis e funções para o topo do seu escopo antes da execução do código. Variáveis declaradas com `var` são hoisted e inicializadas com `undefined`, enquanto funções declaradas com `function` são hoisted completamente. Variáveis com `let` e `const` são hoisted, mas não inicializadas (TDZ - Temporal Dead Zone)."
"Explique o que é o ""strict mode"" em JavaScript e como ele é ativado.","O ""strict mode"" impõe um conjunto de regras mais rigorosas ao JavaScript, eliminando alguns comportamentos silenciosos e lançando erros para práticas consideradas inseguras. É ativado adicionando `""use strict"";` no início de um script ou função."
Como criar um objeto em JavaScript usando a notação literal?,"Um objeto literal é criado usando chaves `{}` e definindo pares chave-valor separados por vírgulas, onde as chaves são strings (ou símbolos) e os valores podem ser de qualquer tipo de dado. Exemplo: `let pessoa = { nome: ""João"", idade: 30 };`"
O que são funções de primeira classe em JavaScript?,"Em JavaScript, funções são consideradas de primeira classe, o que significa que podem ser atribuídas a variáveis, passadas como argumentos para outras funções e retornadas como valores de outras funções."
Explique o conceito de protótipo em JavaScript.,"Cada objeto em JavaScript tem um protótipo, que é outro objeto do qual herda propriedades e métodos. A cadeia de protótipos continua até atingir `null`."
Como herdar propriedades e métodos de um objeto para outro usando protótipos?,"Define-se o protótipo do novo objeto como uma instância do objeto que se deseja herdar. Por exemplo, `Filho.prototype = Object.create(Pai.prototype);`. Também é importante redefinir o construtor: `Filho.prototype.constructor = Filho;`."
O que é o `this` em JavaScript e como seu valor é determinado?,"`this` é uma palavra-chave que se refere ao contexto de execução atual. Seu valor é determinado pela forma como a função é chamada (global, método de objeto, com `call` ou `apply`, ou usando `new`)."
"Qual a diferença entre `call`, `apply` e `bind` em JavaScript?","`call` e `apply` invocam uma função com um valor específico para `this` e argumentos. `call` recebe argumentos individualmente, enquanto `apply` recebe um array de argumentos. `bind` cria uma nova função com o valor de `this` pré-definido."
Explique o que são template literals em JavaScript.,Template literals são strings delimitadas por crases (``) que permitem a interpolação de variáveis e expressões dentro da string usando `${}`.
Como criar uma string multi-linha em JavaScript?,"Usando template literals, é possível criar strings multi-linha de forma direta, incluindo quebras de linha diretamente dentro da string."
O que são arrow functions e como elas diferem das funções tradicionais?,Arrow functions são uma sintaxe mais concisa para definir funções em JavaScript. Elas não possuem seu próprio `this` (usam o `this` do contexto léxico) e não podem ser usadas como construtoras.
Como desestruturar (destructuring) um objeto ou array em JavaScript?,"Destructuring é uma sintaxe que permite extrair valores de objetos ou arrays e atribuí-los a variáveis de forma concisa. Exemplo: `let { nome, idade } = pessoa;` ou `let [primeiro, segundo] = array;`"
Como usar a palavra-chave `yield` em um generator?,`yield` pausa a execução do generator e retorna um valor. A execução pode ser retomada posteriormente com o método `next()`.
Qual a diferença entre `for...in` e `for...of` em JavaScript?,"`for...in` itera sobre as propriedades enumeráveis de um objeto (incluindo as herdadas), enquanto `for...of` itera sobre os valores de um objeto iterável (como arrays, strings, Maps, Sets)."
O que são Maps e Sets em JavaScript?,Maps são coleções de pares chave-valor onde as chaves podem ser de qualquer tipo de dado. Sets são coleções de valores únicos.
Como adicionar e remover elementos de um Map em JavaScript?,"Usa-se o método `set(chave, valor)` para adicionar elementos e o método `delete(chave)` para remover elementos."
Como adicionar e remover elementos de um Set em JavaScript?,Usa-se o método `add(valor)` para adicionar elementos e o método `delete(valor)` para remover elementos.
"O que são Promises em JavaScript e como elas resolvem o problema de ""callback hell""?","Promises representam o resultado eventual de uma operação assíncrona. Elas resolvem o ""callback hell"" fornecendo uma forma mais estruturada e legível de lidar com operações assíncronas usando `.then()` e `.catch()`."
Como criar uma Promise em JavaScript?,"Uma Promise é criada usando o construtor `new Promise((resolve, reject) => { ... })`. O argumento é uma função que recebe as funções `resolve` (para indicar sucesso) e `reject` (para indicar falha)."
Como usar os métodos `.then()` e `.catch()` em uma Promise?,`.then()` é usado para lidar com o resultado da Promise quando ela é resolvida (sucesso). `.catch()` é usado para lidar com o erro da Promise quando ela é rejeitada (falha).
Como usar `try...catch` dentro de uma função `async`?,"`try...catch` pode ser usado para lidar com erros que ocorrem dentro de uma função `async`, assim como em funções síncronas."
O que é o operador spread ( ... ) em JavaScript?,O operador spread permite expandir um iterável (como um array ou string) em locais onde múltiplos argumentos ou elementos são esperados. Também pode ser usado para criar cópias superficiais de arrays e objetos.
Como usar o operador spread para criar uma cópia de um array?,`let novoArray = [...arrayOriginal];`
Como usar o operador spread para criar uma cópia de um objeto?,`let novoObjeto = { ...objetoOriginal };`
O que é o operador rest ( ... ) em JavaScript?,O operador rest permite coletar os argumentos restantes de uma função em um array.
Como usar o operador rest em parâmetros de função?,"`function minhaFuncao(param1, ...rest) { ... }`"
"Qual a diferença entre `var`, `let` e `const` no escopo de variáveis?",`var` tem escopo de função ou global. `let` e `const` têm escopo de bloco. `const` declara uma variável que não pode ser reatribuída após a inicialização.
O que é um bloco de código em JavaScript?,Um bloco de código é um conjunto de declarações delimitado por chaves `{}`.
Como declarar uma função em JavaScript usando a palavra-chave `function`?,`function nomeDaFuncao(parametros) { ... }`
Qual a importância de ter um caso base em uma função recursiva?,"O caso base é a condição que interrompe a recursão, evitando que a função chame a si mesma indefinidamente e cause um estouro de pilha (stack overflow)."
Como testar se uma string corresponde a uma expressão regular?,Usa-se o método `test()` da expressão regular ou o método `match()` da string.
O que são grupos de captura em expressões regulares?,Grupos de captura são partes de uma expressão regular delimitadas por parênteses `()`. Eles permitem extrair partes específicas da string correspondida.
O que são quantificadores em expressões regulares?,"Quantificadores especificam quantas vezes um padrão deve ocorrer para corresponder. Exemplos: `*` (zero ou mais), `+` (um ou mais), `?` (zero ou um), `{n}` (exatamente n), `{n,}` (n ou mais), `{n,m}` (entre n e m)."
O que são classes de caracteres em expressões regulares?,"Classes de caracteres representam um conjunto de caracteres que podem corresponder. Exemplos: `[abc]` (qualquer um de a, b ou c), `[a-z]` (qualquer letra minúscula), `\d` (qualquer dígito), `\w` (qualquer caractere alfanumérico)."
O que são âncoras em expressões regulares?,"Âncoras especificam posições na string onde a correspondência deve ocorrer. Exemplos: `^` (início da string), `$` (fim da string), `\b` (limite de palavra)."
O que é o método `replace()` em strings e como usá-lo com expressões regulares?,`replace()` substitui partes de uma string por outra string ou o resultado de uma função. Pode ser usado com expressões regulares para substituir padrões complexos.
Como adicionar um ouvinte de evento (event listener) a um elemento HTML usando JavaScript?,"Usa-se o método `addEventListener(tipoDoEvento, funcaoCallback)` do elemento."
O que é o objeto `event` passado para uma função de callback de evento?,"O objeto `event` contém informações sobre o evento que ocorreu, como o elemento alvo (target), o tipo de evento, as coordenadas do mouse, etc."
O que é event bubbling?,Event bubbling é o processo em que um evento disparado em um elemento se propaga para seus elementos ancestrais na árvore DOM.
Como impedir o event bubbling?,Usa-se o método `stopPropagation()` do objeto `event`.
O que é event capturing?,"Event capturing é o processo inverso ao event bubbling, onde o evento é tratado primeiro pelo elemento mais ancestral e depois pelos elementos filhos."
Qual a diferença entre `localStorage` e `sessionStorage` em JavaScript?,"`localStorage` armazena dados persistentemente no navegador, mesmo após o fechamento da janela ou aba. `sessionStorage` armazena dados apenas durante a sessão do navegador."
Como armazenar e recuperar dados em `localStorage`?,"Usa-se os métodos `localStorage.setItem(chave, valor)` para armazenar e `localStorage.getItem(chave)` para recuperar. Os valores são armazenados como strings."
Como armazenar e recuperar dados em `sessionStorage`?,"Usa-se os métodos `sessionStorage.setItem(chave, valor)` para armazenar e `sessionStorage.getItem(chave)` para recuperar. Os valores são armazenados como strings."
Como converter um objeto JavaScript para JSON?,Usa-se o método `JSON.stringify(objeto)`.
Como converter uma string JSON para um objeto JavaScript?,Usa-se o método `JSON.parse(stringJSON)`.
Como definir um cookie usando JavaScript?,Atribui-se uma string formatada com `chave=valor` ao atributo `document.cookie`.
Como ler um cookie usando JavaScript?,O valor de `document.cookie` é uma string contendo todos os cookies separados por ponto e vírgula. É necessário analisá-la para encontrar o cookie desejado.
Qual a diferença entre `getElementById()` e `querySelector()`?,`getElementById()` seleciona um único elemento com um ID específico. `querySelector()` seleciona o primeiro elemento que corresponde a um seletor CSS especificado.
Qual a diferença entre `querySelector()` e `querySelectorAll()`?,`querySelector()` retorna o primeiro elemento que corresponde ao seletor. `querySelectorAll()` retorna um NodeList contendo todos os elementos que correspondem ao seletor.
Como alterar o conteúdo de um elemento HTML usando JavaScript?,Através das propriedades `innerHTML` (para HTML) ou `textContent` (para texto).
Como alterar o estilo de um elemento HTML usando JavaScript?,"Através da propriedade `style` do elemento. Exemplo: `elemento.style.color = ""red"";`"
Como adicionar ou remover classes CSS de um elemento HTML usando JavaScript?,"Usando a propriedade `classList` do elemento, que possui métodos como `add()`, `remove()` e `toggle()`."
Como criar um novo elemento HTML usando JavaScript?,Usa-se o método `document.createElement(tagName)`.
Como obter a largura e a altura da janela do navegador usando JavaScript?,Usando as propriedades `window.innerWidth` e `window.innerHeight`.
Como redirecionar o usuário para outra página usando JavaScript?,Atribuindo um novo URL à propriedade `window.location.href`.
Como mostrar um alerta (alert) na tela usando JavaScript?,Usando a função `alert(mensagem)`.
Como mostrar uma caixa de confirmação (confirm) na tela usando JavaScript?,"Usando a função `confirm(mensagem)`, que retorna `true` se o usuário clicar em ""OK"" e `false` se clicar em ""Cancelar""."
Como mostrar uma caixa de prompt (prompt) na tela usando JavaScript?,"Usando a função `prompt(mensagem, valorPadrao)`, que retorna a string digitada pelo usuário ou `null` se o usuário clicar em ""Cancelar""."
Como cancelar um `setTimeout()` ou `setInterval()`?,"Usando as funções `clearTimeout(idDoTimeout)` e `clearInterval(idDoInterval)`, respectivamente."
O que é o método `Date()` em JavaScript?,`Date()` é um objeto que representa datas e horas.
Como obter a data e hora atual usando JavaScript?,Criando uma nova instância do objeto `Date`: `let dataAtual = new Date();`
Como gerar um número aleatório entre 0 e 1 usando JavaScript?,Usando o método `Math.random()`.
Como gerar um número inteiro aleatório dentro de um intervalo específico usando JavaScript?,Usando `Math.floor(Math.random() * (max - min + 1)) + min;`
O que é o método `isNaN()` em JavaScript?,"`isNaN()` verifica se um valor é ""Not-a-Number"". No entanto, ele realiza conversão de tipo antes de verificar, o que pode levar a resultados inesperados. É recomendado usar `Number.isNaN()` que não realiza conversão de tipo."
O que é o método `parseInt()` em JavaScript?,`parseInt()` converte uma string para um número inteiro.
O que é o método `parseFloat()` em JavaScript?,`parseFloat()` converte uma string para um número de ponto flutuante.
O que é o método `typeof` em JavaScript?,`typeof` retorna uma string indicando o tipo de dado de uma variável ou expressão.
Quais são os tipos de dados primitivos em JavaScript?,"String, Number, Boolean, Null, Undefined, Symbol (ES6), BigInt (ES2020)."
Qual a diferença entre um array e um objeto em JavaScript?,"Um array é uma coleção ordenada de valores acessados por índices numéricos. Um objeto é uma coleção de pares chave-valor, onde as chaves são strings (ou símbolos)."
Como verificar se uma variável é do tipo array em JavaScript?,Usando `Array.isArray(variavel)`.
Como obter o comprimento de um array em JavaScript?,Usando a propriedade `length` do array.
Como adicionar um elemento ao final de um array em JavaScript?,Usando o método `push(elemento)`.
Como remover o último elemento de um array em JavaScript?,Usando o método `pop()`.
Como adicionar um elemento no início de um array em JavaScript?,Usando o método `unshift(elemento)`.
Como remover o primeiro elemento de um array em JavaScript?,Usando o método `shift()`.
Como remover um elemento de um array em uma posição específica em JavaScript?,"Usando o método `splice(indice, quantidade)` (indice de onde começar a remover, quantidade de elementos a remover)."
Como inserir um elemento em um array em uma posição específica sem remover nenhum elemento em JavaScript?,"Usando o método `splice(indice, 0, elemento)` (indice de onde inserir, 0 para não remover nada, elemento a inserir)."
Como concatenar dois arrays em JavaScript?,Usando o método `concat(outroArray)`.
Como criar uma cópia de um array em JavaScript?,Usando o método `slice()` (sem argumentos) ou o operador spread `[...arrayOriginal]`.
Como inverter a ordem dos elementos de um array em JavaScript?,Usando o método `reverse()`.
Como ordenar os elementos de um array em JavaScript?,"Usando o método `sort()`. Por padrão, ele ordena como strings. Para ordenar números, é necessário passar uma função de comparação como argumento."
Como ordenar um array de números em ordem crescente usando o método `sort()`?,"`array.sort((a, b) => a - b);`"
Como ordenar um array de números em ordem decrescente usando o método `sort()`?,"`array.sort((a, b) => b - a);`"
O que é o método `map()` em arrays em JavaScript?,`map()` cria um novo array com os resultados da chamada de uma função fornecida em cada elemento do array original.
O que é o método `filter()` em arrays em JavaScript?,`filter()` cria um novo array com todos os elementos que passam no teste implementado pela função fornecida.
O que é o método `reduce()` em arrays em JavaScript?,`reduce()` aplica uma função a um acumulador e a cada elemento do array (da esquerda para a direita) para reduzir a um único valor.
O que é o método `forEach()` em arrays em JavaScript?,"`forEach()` executa uma função fornecida uma vez para cada elemento do array. Ao contrário de `map`, ele não retorna um novo array."
O que é o método `find()` em arrays em JavaScript?,"`find()` retorna o valor do primeiro elemento no array que satisfaz a função de teste fornecida. Caso contrário, retorna `undefined`."
O que é o método `findIndex()` em arrays em JavaScript?,"`findIndex()` retorna o índice do primeiro elemento no array que satisfaz a função de teste fornecida. Caso contrário, retorna -1."
O que é o método `some()` em arrays em JavaScript?,"`some()` testa se pelo menos um elemento no array passa no teste implementado pela função fornecida. Retorna `true` se encontrar tal elemento, caso contrário, retorna `false`."
O que é o método `every()` em arrays em JavaScript?,"`every()` testa se todos os elementos no array passam no teste implementado pela função fornecida. Retorna `true` se todos os elementos passarem no teste, caso contrário, retorna `false`."
O que é o método `includes()` em arrays em JavaScript?,"`includes()` determina se um array contém um determinado valor, retornando `true` ou `false` conforme apropriado."
O que é o método `indexOf()` em arrays em JavaScript?,"`indexOf()` retorna o primeiro índice em que um determinado elemento pode ser encontrado no array, ou -1 se ele não estiver presente."
O que é o método `lastIndexOf()` em arrays em JavaScript?,"`lastIndexOf()` retorna o último índice em que um determinado elemento pode ser encontrado no array, ou -1 se ele não estiver presente."
Como verificar se uma propriedade existe em um objeto em JavaScript?,Usando o operador `in` ( `propriedade in objeto`) ou o método `hasOwnProperty()` (`objeto.hasOwnProperty('propriedade')`).
Qual a diferença entre usar o operador `in` e o método `hasOwnProperty()` para verificar a existência de uma propriedade em um objeto?,"O operador `in` verifica se a propriedade existe no objeto ou em sua cadeia de protótipos. `hasOwnProperty()` verifica apenas se a propriedade existe diretamente no objeto, sem olhar na cadeia de protótipos."
Como iterar sobre as propriedades de um objeto usando `for...in` em JavaScript?,`for (let propriedade in objeto) { ... }`
Como obter um array com todas as chaves (propriedades) de um objeto em JavaScript?,Usando o método `Object.keys(objeto)`.
Como obter um array com todos os valores de um objeto em JavaScript?,Usando o método `Object.values(objeto)`.
Como obter um array com todos os pares chave-valor de um objeto em JavaScript?,Usando o método `Object.entries(objeto)`.
O que é imutabilidade em JavaScript?,"Imutabilidade significa que um objeto não pode ser modificado após sua criação. Em vez de modificar o objeto original, você cria uma nova cópia com as alterações."
Como alcançar imutabilidade em JavaScript ao trabalhar com objetos e arrays?,"Usando métodos que retornam novas cópias, como `slice()`, `concat()`, `map()`, `filter()`, `reduce()` para arrays, e o operador spread ou `Object.assign()` para objetos."
Como importar um módulo em JavaScript usando a sintaxe `import`?,"`import { funcao1, funcao2 } from './meuModulo.js';`"
Como exportar um módulo em JavaScript usando a sintaxe `export`?,`export function minhaFuncao() { ... }` ou `export default minhaFuncao;`
Qual a diferença entre `export` nomeado e `export default`?,"`export` nomeado permite exportar múltiplos valores com nomes específicos. `export default` permite exportar um único valor como padrão, sem um nome específico."
O que é o objeto global `globalThis` em JavaScript?,"`globalThis` fornece uma maneira consistente de acessar o objeto global em diferentes ambientes JavaScript (navegadores, Node.js, etc.)."
O que é o operador de coalescência nula ( `??` ) em JavaScript?,"O operador de coalescência nula retorna o operando da direita quando o operando da esquerda é `null` ou `undefined`, caso contrário, retorna o operando da esquerda."
O que é o operador de encadeamento opcional ( `?.` ) em JavaScript?,O operador de encadeamento opcional permite acessar propriedades aninhadas de um objeto sem causar um erro se uma propriedade intermediária for `null` ou `undefined`. Ele retorna `undefined` nesses casos.
O que são WeakMaps e WeakSets em JavaScript?,"WeakMaps e WeakSets são versões ""fracas"" de Maps e Sets, respectivamente. As chaves em WeakMaps e os valores em WeakSets devem ser objetos.  Eles não impedem que os objetos sejam coletados pelo garbage collector, o que é útil para evitar vazamentos de memória."
Qual a principal diferença entre um WeakMap e um Map?,"Em um WeakMap, as chaves devem ser objetos e não podem ser iteradas. Em um Map, as chaves podem ser de qualquer tipo de dado e podem ser iteradas."
Qual a principal diferença entre um WeakSet e um Set?,"Em um WeakSet, os valores devem ser objetos e não podem ser iterados. Em um Set, os valores podem ser de qualquer tipo de dado e podem ser iterados."
O que são classes em JavaScript (ES6)?,"Classes em JavaScript são um modelo para criar objetos. Elas fornecem uma sintaxe mais clara e concisa para definir a estrutura e o comportamento de objetos, baseadas no sistema de protótipos."
Como criar uma classe em JavaScript?,"Usando a palavra-chave `class`, seguida pelo nome da classe e um bloco de código contendo o construtor e os métodos da classe."
O que é o construtor de uma classe em JavaScript?,O construtor é um método especial dentro de uma classe que é chamado quando um novo objeto da classe é criado. Ele é usado para inicializar as propriedades do objeto.
Como criar um objeto (instância) de uma classe em JavaScript?,"Usando a palavra-chave `new`, seguida pelo nome da classe e parênteses (que podem conter argumentos para o construtor)."
